state	year	county	precinct	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_rv	g2012_USH_tv	g2012_USH_dv	cd2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_dv2	ld	ld2	ld3	ld4	ld5	ld6	ld7	ld8	ld9	ld10	g2012_STH_dv	g2012_STH_dv10	g2012_STH_dv2	g2012_STH_dv3	g2012_STH_dv4	g2012_STH_dv5	g2012_STH_dv6	g2012_STH_dv7	g2012_STH_dv8	g2012_STH_dv9	g2012_STH_rv	g2012_STH_rv10	g2012_STH_rv2	g2012_STH_rv3	g2012_STH_rv4	g2012_STH_rv5	g2012_STH_rv6	g2012_STH_rv7	g2012_STH_rv8	g2012_STH_rv9	g2012_STH_tv	g2012_STH_tv10	g2012_STH_tv2	g2012_STH_tv3	g2012_STH_tv4	g2012_STH_tv5	g2012_STH_tv6	g2012_STH_tv7	g2012_STH_tv8	g2012_STH_tv9	sd	g2012_STS_rv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_rv2	g2012_STS_dv2	g2012_STS_tv2	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv
"TN"	2012	"FAYETTE County"	"Elba"	876	362	1252	8	792	1076	255					94																				772										772										26	850	326	1176					876	240	1155
"TN"	2012	"FAYETTE County"	"Fayette Corner"	480	324	813	8	435	658	201					94																				507										507										26	457	326	783					492	225	731
"TN"	2012	"FAYETTE County"	"Gallaway"	673	403	1087	8	569	880	279					94																				619										619										26	653	343	996					675	239	945
"TN"	2012	"FAYETTE County"	"Garnett"	406	237	653	8	381	557	159					94																				416										416										26	416	213	629					414	169	604
"TN"	2012	"FAYETTE County"	"Hickory Withe"	1937	505	2456	8	1737	2144	358					94																				1726										1726										26	1891	445	2336					1959	329	2352
"TN"	2012	"FAYETTE County"	"LaGrange"	206	183	395	8	196	335	133					94																				218										218										26	207	172	379					219	108	336
"TN"	2012	"FAYETTE County"	"Macon"	1423	508	1950	8	1282	1688	355					94																				1309										1309										26	1395	469	1864					1420	334	1808
"TN"	2012	"FAYETTE County"	"Moscow"	369	589	965	8	315	793	452					94																				397										397										26	382	535	917					392	337	766
"TN"	2012	"FAYETTE County"	"Oakland"	2602	836	3485	8	2343	3099	659					94																				2480										2480										26	2498	810	3308					2564	659	3327
"TN"	2012	"FAYETTE County"	"Parks"	578	292	880	8	493	717	199					94																				572										572										26	562	278	840					575	204	802
"TN"	2012	"FAYETTE County"	"Piperton"	764	260	1034	8	696	901	186					94																				708										708										26	740	239	979					757	195	977
"TN"	2012	"FAYETTE County"	"Rossville"	671	542	1218	8	604	1001	368					94																				629										629										26	662	463	1125					679	334	1056
"TN"	2012	"FAYETTE County"	"Somerville City"	910	898	1832	8	813	1496	610					94																				985										985										26	963	779	1742					967	583	1627
"TN"	2012	"FAYETTE County"	"Williston"	417	179	599	8	350	503	129					94																				398										398										26	401	182	583					429	100	553
"TN"	2012	"FENTRESS County"	"Allardt"	522	156	684	6	423	541						38	41									122		76								412		24								534		100								12	527		527					510	110	635
"TN"	2012	"FENTRESS County"	"Armathwaite"	277	69	349	6	212	269						38	41									55		54								201		19								256		73								12	266		266					264	53	323
"TN"	2012	"FENTRESS County"	"Banner Springs"	496	139	649	6	390	496						41										372										252										624										12	469		469					464	95	584
"TN"	2012	"FENTRESS County"	"Clarkrange"	593	170	769	6	514	643						41										408										341										749										12	552		552					565	141	728
"TN"	2012	"FENTRESS County"	"Community Center"	473	134	613	6	399	487						38										125										411										536										12	482		482					444	93	553
"TN"	2012	"FENTRESS County"	"Courthouse"	362	117	490	6	283	368						41										325										164										489										12	377		377					352	78	450
"TN"	2012	"FENTRESS County"	"Crossroads"	550	156	718	6	447	551						38	41									163		15								475		7								638		22								12	538		538					515	118	659
"TN"	2012	"FENTRESS County"	"Early and Absentee"	134	66	203	6	131	149						38	41									30		51								81		34								111		85								12	150		150					143	40	186
"TN"	2012	"FENTRESS County"	"East Jamestown"	79	28	110	6	65	91						38										29										64										93										12	86		86					71	21	99
"TN"	2012	"FENTRESS County"	"Grimsley"	539	152	704	6	424	525						41										422										273										695										12	498		498					506	107	634
"TN"	2012	"FENTRESS County"	"Pall Mall"	189	65	255	6	160	197						38										52										181										233										12	198		198					176	47	229
"TN"	2012	"FENTRESS County"	"Pine Haven"	369	118	494	6	313	381						38										114										325										439										12	350		350					365	82	465
"TN"	2012	"FENTRESS County"	"Tinchtown"	485	135	626	6	386	493						41										414										199										613										12	462		462					459	96	571
"TN"	2012	"FENTRESS County"	"West Fentress"	175	56	231	6	142	182						38										54										148										202										12	161		161					162	38	204
"TN"	2012	"FRANKLIN County"	"1-1 Annex"	1199	802	2026	4	921	1906	985					39										737										1225										1962										16	1133	641	1774					1211	592	1868
"TN"	2012	"FRANKLIN County"	"2-1 Clark Memorial"	1510	731	2276	4	1168	2139	971					39										684										1541										2225										16	1457	583	2040					1565	499	2124
"TN"	2012	"FRANKLIN County"	"3-1 Broadview"	551	196	755	4	425	723	298					39										215										520										735										16	519	187	706					526	175	714
"TN"	2012	"FRANKLIN County"	"3-2 Huntland"	505	201	712	4	356	651	295					39	92									189		48								365		84								554		132								16	439	177	616					458	168	646
"TN"	2012	"FRANKLIN County"	"3-3 Old Salem"	231	155	389	4	167	368	201					39										149										235										384										16	213	132	345					228	118	354
"TN"	2012	"FRANKLIN County"	"4-1 Belvidere"	262	121	387	4	211	366	155					39										125										263										388										16	254	101	355					261	90	357
"TN"	2012	"FRANKLIN County"	"4-2 Cowan"	686	391	1101	4	542	1016	474					39										360										685										1045										16	626	320	946					692	267	1000
"TN"	2012	"FRANKLIN County"	"4-3 Liberty"	374	121	506	4	289	479	190					39										140										364										504										16	332	112	444					350	97	465
"TN"	2012	"FRANKLIN County"	"5-1 Keith Springs"	107	60	173	4	85	160	75					39	92									43		19								73		29								116		48								16	97	51	148					107	42	156
"TN"	2012	"FRANKLIN County"	"5-2 Sewanee"	385	810	1239	4	319	1177	858					39										779										408										1187										16	369	776	1145					502	531	1157
"TN"	2012	"FRANKLIN County"	"5-3 Sherwood"	68	32	101	4	66	93	27					92	39									20		10								41		23								61		33								16	48	30	78					66	21	90
"TN"	2012	"FRANKLIN County"	"6-1 Alto/Oak Grove"	379	257	652	4	300	654	354					39										253										413										666										16	366	239	605					398	203	619
"TN"	2012	"FRANKLIN County"	"6-2 Capitol Hill"	447	220	673	4	338	636	298					39										201										458										659										16	403	200	603					453	153	620
"TN"	2012	"FRANKLIN County"	"6-3 UTSI"	449	157	621	4	342	567	225					39										162										434										596										16	429	141	570					435	128	585
"TN"	2012	"FRANKLIN County"	"7-1 North Lake"	933	327	1274	4	721	1160	439					39										320										897										1217										16	869	302	1171					919	248	1207
"TN"	2012	"FRANKLIN County"	"7-2 CG/Winchester Sp"	902	294	1209	4	668	1141	473					39										281										885										1166										16	836	274	1110					878	234	1147
"TN"	2012	"FRANKLIN County"	"8-1 Decherd"	432	377	818	4	318	751	433					39										336										452										788										16	397	309	706					419	275	721
"TN"	2012	"FRANKLIN County"	"8-2 Estill Springs"	842	351	1207	4	623	1123	500					39										323										854										1177										16	793	305	1098					844	251	1132
"TN"	2012	"GIBSON County"	"1-1 Medina"	1837	295	2154	8	1775	2039	209					79																				1754										1754										24	1635	448	2083					1791	227	2074
"TN"	2012	"GIBSON County"	"1-2 Sitka"	498	100	603	8	458	549	72					79																				463										463										24	419	161	580					487	77	583
"TN"	2012	"GIBSON County"	"10 Trenton"	692	665	1369	8	632	1116	439					79																				772										772										24	539	727	1266					668	483	1206
"TN"	2012	"GIBSON County"	"11-2 Moore's Chapel"	516	134	662	8	477	599	100					79																				499										499										24	438	201	639					487	102	616
"TN"	2012	"GIBSON County"	"11-4 Gann"	444	79	529	8	398	467	51					79																				381										381										24	374	126	500					426	61	503
"TN"	2012	"GIBSON County"	"11-5 Skullbone"	376	89	470	8	346	416	57					79																				347										347										24	320	116	436					368	61	438
"TN"	2012	"GIBSON County"	"12 Milan Express"	754	182	947	8	696	850	128					79																				689										689										24	639	256	895					707	140	870
"TN"	2012	"GIBSON County"	"13 Milan Polk Clark"	177	503	683	8	160	579	403					79																				202										202										24	154	499	653					161	455	637
"TN"	2012	"GIBSON County"	"14 Milan 1stAssembly"	440	272	722	8	405	612	195					79																				415										415										24	357	326	683					429	215	661
"TN"	2012	"GIBSON County"	"15 Milan Municipal"	676	226	911	8	626	820	168					79																				639										639										24	585	289	874					671	171	864
"TN"	2012	"GIBSON County"	"16 Rutherford"	460	192	658	8	440	572	109					79																				498										498										24	363	244	607					432	132	582
"TN"	2012	"GIBSON County"	"16-1 Yorkville"	349	107	462	8	336	417	71					79																				354										354										24	246	168	414					319	73	414
"TN"	2012	"GIBSON County"	"16-2 Kenton"	293	148	443	8	291	394	98					79																				347										347										24	238	177	415					297	104	411
"TN"	2012	"GIBSON County"	"17-1 Bradford"	473	220	714	8	452	640	155					79																				524										524										24	378	285	663					452	166	647
"TN"	2012	"GIBSON County"	"18-1 Laneview"	224	70	300	8	219	274	46					79																				239										239										24	181	100	281					214	49	277
"TN"	2012	"GIBSON County"	"18-2 Good Luck"	263	76	343	8	255	317	52					79																				272										272										24	212	111	323					247	59	316
"TN"	2012	"GIBSON County"	"19-1 Dyer"	689	416	1122	8	666	994	286					79																				835										835										24	520	517	1037					668	294	1001
"TN"	2012	"GIBSON County"	"19-2 Currie"	289	75	368	8	271	328	51					79																				314										314										24	221	120	341					277	57	344
"TN"	2012	"GIBSON County"	"2 Humboldt Church"	596	202	810	8	565	740	150					79																				577										577										24	501	261	762					586	161	774
"TN"	2012	"GIBSON County"	"3 Humboldt Park"	704	210	918	8	667	853	163					79																				659										659										24	610	261	871					685	171	870
"TN"	2012	"GIBSON County"	"4 St James Baptist"	69	680	752	8	85	632	520					79																				146										146										24	84	611	695					101	511	638
"TN"	2012	"GIBSON County"	"5 Lane Chapel Church"	108	607	719	8	131	467	322					79																				177										177										24	104	501	605					131	412	569
"TN"	2012	"GIBSON County"	"6 Humboldt Armory"	116	210	331	8	105	263	144					79																				149										149										24	95	216	311					124	174	309
"TN"	2012	"GIBSON County"	"6-4 Gibson"	374	119	504	8	353	452	85					79																				359										359										24	296	167	463					366	86	471
"TN"	2012	"GIBSON County"	"7-2 Fruitland"	499	263	768	8	442	656	192					79																				482										482										24	386	325	711					459	217	702
"TN"	2012	"GIBSON County"	"8-1 Edison"	190	92	287	8	168	252	77					79																				189										189										24	151	122	273					182	82	271
"TN"	2012	"GIBSON County"	"8-2 Brazil"	314	114	430	8	287	375	74					79																				320										320										24	214	183	397					292	94	396
"TN"	2012	"GIBSON County"	"9 Courthouse"	463	218	688	8	415	590	155					79																				491										491										24	363	285	648					446	162	625
"TN"	2012	"GILES County"	"1A Ardmore"	603	275	886	7	478	669	152					70										281										488										790										28	481	303	784					528	216	787
"TN"	2012	"GILES County"	"1B Prospect"	448	221	676	7	407	573	131					70										265										344										629										28	336	295	631					429	176	621
"TN"	2012	"GILES County"	"2A Minor Hill"	691	249	955	7	591	796	155					70										337										530										890										28	494	405	899					635	201	879
"TN"	2012	"GILES County"	"2B Airport"	284	182	471	7	233	367	113					70										221										178										423										28	189	252	441					257	141	417
"TN"	2012	"GILES County"	"3A Richland Trace"	482	207	695	7	444	587	124					70										266										356										640										28	375	299	674					463	159	635
"TN"	2012	"GILES County"	"3B Campbellsville"	482	215	709	7	419	584	136					70										281										347										641										28	342	324	666					452	171	653
"TN"	2012	"GILES County"	"4A Lynnville"	648	247	904	7	595	789	158					70										319										500										833										28	446	421	867					607	201	849
"TN"	2012	"GILES County"	"4B Odd Fellows Hall"	615	177	801	7	544	688	105					70										288										424										738										28	406	361	767					564	147	739
"TN"	2012	"GILES County"	"5A TN Tech Center"	747	292	1043	7	679	891	185					70										399										539										965										28	463	549	1012					701	226	957
"TN"	2012	"GILES County"	"5B Agri Park"	508	175	696	7	438	609	142					70										248										383										651										28	361	298	659					465	152	638
"TN"	2012	"GILES County"	"6A MMC"	318	352	683	7	325	572	212					70										348										240										609										28	212	446	658					338	251	625
"TN"	2012	"GILES County"	"6B BMS"	167	431	602	7	155	437	253					70										349										111										477										28	105	437	542					163	320	520
"TN"	2012	"GILES County"	"7A GCHS"	254	202	461	7	231	400	137					70										229										154										404										28	163	270	433					230	158	414
"TN"	2012	"GILES County"	"7B Rec Center"	448	400	859	7	423	709	252					70										431										314										769										28	277	545	822					448	301	780
"TN"	2012	"GILES County"	"Absentee"	220	135	358	7	214	329	106					70										145										186										334										28	180	160	340					214	103	325
"TN"	2012	"GRAINGER County"	"1-1"	549	160	722	2	550	657	84					35																				615										615										8	556		556					559	91	675
"TN"	2012	"GRAINGER County"	"1-2"	682	152	845	2	656	769	97					35																				720										720										8	656		656					667	109	792
"TN"	2012	"GRAINGER County"	"2-1"	318	149	482	2	297	445	133					35																				372										372										8	346		346					300	139	457
"TN"	2012	"GRAINGER County"	"2-2"	740	204	962	2	694	886	158					35																				783										783										8	746		746					716	166	913
"TN"	2012	"GRAINGER County"	"3-1"	644	217	874	2	657	813	117					35																				721										721										8	696		696					637	127	808
"TN"	2012	"GRAINGER County"	"3-2"	671	120	804	2	628	757	89					35																				699										699										8	666		666					638	77	759
"TN"	2012	"GRAINGER County"	"4-1"	295	139	436	2	267	387	102					35																				318										318										8	315		315					278	99	395
"TN"	2012	"GRAINGER County"	"4-2"	508	154	670	2	497	622	93					35																				552										552										8	547		547					498	101	621
"TN"	2012	"GRAINGER County"	"5-1"	447	218	673	2	419	602	160					35																				489										489										8	473		473					440	162	618
"TN"	2012	"GRAINGER County"	"5-2"	616	155	784	2	576	730	119					35																				621										621										8	615		615					585	116	747
"TN"	2012	"GREENE County"	"1 Forest Hills"	719	221	946	1	729	914	155					5										333										539										872																		737	157	916
"TN"	2012	"GREENE County"	"10-1 East View"	631	244	887	1	671	848	152					5										356										489										845																		689	145	857
"TN"	2012	"GREENE County"	"10-1 High School"	416	211	642	1	419	609	149					5										272										323										595																		427	140	608
"TN"	2012	"GREENE County"	"10-1 Highland Roby"	193	115	314	1	203	295	78					5										150										146										296																		210	71	294
"TN"	2012	"GREENE County"	"10-1 Tusculum View"	829	273	1116	1	866	1069	171					5										409										636										1045																		851	184	1073
"TN"	2012	"GREENE County"	"10-2 Andrew Johnson"	143	293	449	1	193	401	184					5										248										146										394																		189	187	400
"TN"	2012	"GREENE County"	"10-2 Courthouse"	806	293	1120	1	846	1083	203					5										425										613										1038																		850	193	1080
"TN"	2012	"GREENE County"	"10-2 Middle School"	516	251	785	1	535	730	152					5										335										387										722																		537	169	742
"TN"	2012	"GREENE County"	"11 Baileyton"	191	65	262	1	197	255	46					5										107										139										246																		194	46	256
"TN"	2012	"GREENE County"	"11 Baileyton Corp"	41	11	52	1	38	48	9					5										20										25										45																		36	7	49
"TN"	2012	"GREENE County"	"11 Woodlawn"	332	110	459	1	337	431	73					5										179										241										420																		339	71	435
"TN"	2012	"GREENE County"	"12 Hardins"	564	225	807	1	577	757	144					5										323										419										742																		578	153	769
"TN"	2012	"GREENE County"	"13 Tusculum Corp"	628	239	876	1	643	823	152					5										352										469										821																		639	150	827
"TN"	2012	"GREENE County"	"13 Tusculum North"	221	79	307	1	237	295	39					5										125										169										294																		231	45	299
"TN"	2012	"GREENE County"	"13 Tusculum South"	302	86	400	1	290	380	76					5										181										195										376																		293	69	382
"TN"	2012	"GREENE County"	"14 Chuckey Doak"	751	215	989	1	769	958	150					5										347										597										944																		750	143	951
"TN"	2012	"GREENE County"	"15 Chuckey"	370	135	511	1	390	488	80					5										198										283										481																		393	75	487
"TN"	2012	"GREENE County"	"15 Jockey"	230	72	307	1	227	295	54					5										95										183										278																		231	59	298
"TN"	2012	"GREENE County"	"16 Lost Mountain"	170	66	242	1	188	235	32					5										73										155										228																		171	38	229
"TN"	2012	"GREENE County"	"16 Union Temple"	195	69	266	1	200	252	45					5										108										152										260																		203	45	258
"TN"	2012	"GREENE County"	"17 West Pines"	568	150	731	1	548	696	123					5										211										450										661																		552	130	713
"TN"	2012	"GREENE County"	"18 South Greene"	587	190	785	1	560	737	139					11										197										495										692																		579	134	744
"TN"	2012	"GREENE County"	"19 Midway"	431	155	593	1	427	572	124					5										265										294										559																		426	120	565
"TN"	2012	"GREENE County"	"2 Flag Branch"	615	217	851	1	606	805	159					5										344										455										799																		618	162	824
"TN"	2012	"GREENE County"	"20 Newmansville"	460	161	630	1	453	596	121					5										242										347										589																		458	113	600
"TN"	2012	"GREENE County"	"21 Cross Anchor"	234	107	344	1	233	325	81					5										146										168										314																		236	78	328
"TN"	2012	"GREENE County"	"22 Greystone"	625	193	835	1	646	798	125					5										304										482										786																		650	127	808
"TN"	2012	"GREENE County"	"23 Mosheim"	336	108	451	1	354	436	60					5										176										237										413																		343	61	430
"TN"	2012	"GREENE County"	"23 Mosheim Corp"	433	169	609	1	451	569	97					5										240										327										567																		460	98	580
"TN"	2012	"GREENE County"	"24 Sunnyside"	574	186	775	1	596	731	111					5										278										437										716																		593	105	737
"TN"	2012	"GREENE County"	"25 Glenwood"	454	131	597	1	452	561	87					5										264										303										567																		449	91	569
"TN"	2012	"GREENE County"	"3 Caney Branch"	511	150	673	1	522	641	98					11										137										485										622																		507	103	643
"TN"	2012	"GREENE County"	"4 McDonald"	254	62	323	1	253	306	40					11										71										216										287																		246	44	302
"TN"	2012	"GREENE County"	"4 Warrensburg"	116	32	150	1	116	145	25					11	5									31		2								87		9								118		11																116	24	147
"TN"	2012	"GREENE County"	"5 Orebank"	229	75	313	1	236	302	48					11	5									57		46								144		41								201		87																230	50	302
"TN"	2012	"GREENE County"	"6 Mohawk"	289	158	458	1	299	438	115					11										143										241										384																		306	117	441
"TN"	2012	"GREENE County"	"7 Mt. Carmel"	373	129	514	1	366	481	91					5										159										307										466																		347	95	485
"TN"	2012	"GREENE County"	"8 Mt. Pleasant"	641	249	905	1	665	849	151					5										343										509										852																		672	162	866
"TN"	2012	"GREENE County"	"9 Debusk"	1267	330	1613	1	1261	1534	228					5										636										894										1530																		1278	224	1558
"TN"	2012	"GRUNDY County"	"Absentee"	88	78	178	4	78	170	92					43										84										78										162										16	89	83	172					96	60	169
"TN"	2012	"GRUNDY County"	"Altamont"	355	182	542	4	251	482	231					43										248										249										497										16	267	192	459					333	134	482
"TN"	2012	"GRUNDY County"	"Beersheba Springs"	77	65	146	4	57	131	74					43										91										44										135										16	68	58	126					78	47	127
"TN"	2012	"GRUNDY County"	"Central"	87	41	129	4	58	119	61					43										62										68										130										16	73	48	121					79	44	126
"TN"	2012	"GRUNDY County"	"Coalmont"	192	132	333	4	137	315	178					43										164										143										307										16	145	158	303					181	124	311
"TN"	2012	"GRUNDY County"	"Collins"	59	59	119	4	40	110	70					43										67										44										111										16	41	64	105					53	53	106
"TN"	2012	"GRUNDY County"	"Cross Roads"	103	66	172	4	68	154	86					43										89										75										164										16	82	67	149					108	42	151
"TN"	2012	"GRUNDY County"	"Gruetli-Laager"	342	254	604	4	224	552	328					43										315										245										560										16	254	282	536					333	197	546
"TN"	2012	"GRUNDY County"	"Hubbard's Cove"	36	23	61	4	20	50	30					43										27										25										52										16	29	23	52					38	16	54
"TN"	2012	"GRUNDY County"	"Monteagle"	264	187	458	4	207	421	214					43										205										223										428										16	227	192	419					270	124	428
"TN"	2012	"GRUNDY County"	"Palmer"	103	125	232	4	59	218	159					43										149										67										216										16	77	134	211					100	96	199
"TN"	2012	"GRUNDY County"	"Pelham"	134	64	202	4	81	181	100					43										107										80										187										16	100	74	174					133	45	185
"TN"	2012	"GRUNDY County"	"Tarlton"	86	15	102	4	61	90	29					43										29										67										96										16	72	19	91					78	15	96
"TN"	2012	"GRUNDY County"	"Tracy City"	590	352	959	4	418	896	478					43										484										418										902										16	449	426	875					573	267	876
"TN"	2012	"HAMBLEN County"	"01-1 Courthouse"	519	375	909	1	503	781	245					10																				510										510																		539	245	821
"TN"	2012	"HAMBLEN County"	"02-1 Meadowview MS"	542	351	911	1	509	773	233					10																				509										509																		546	245	821
"TN"	2012	"HAMBLEN County"	"03-1 East High"	730	410	1155	1	703	1038	292					10																				704										704																		759	284	1090
"TN"	2012	"HAMBLEN County"	"04-1 West High"	482	297	790	1	452	683	198					10																				485										485																		503	197	732
"TN"	2012	"HAMBLEN County"	"05-1 Manley IS"	1282	375	1675	1	1225	1527	263					10																				1097										1097																		1270	260	1581
"TN"	2012	"HAMBLEN County"	"06-1 Fairview Marg"	839	384	1243	1	800	1092	257					10																				747										747																		860	258	1153
"TN"	2012	"HAMBLEN County"	"07-1 Cherokee Park"	1222	378	1619	1	1158	1480	278					10																				1043										1043																		1221	259	1528
"TN"	2012	"HAMBLEN County"	"08-1 National Guard"	1272	452	1742	1	1191	1567	320					10																				1144										1144																		1259	337	1639
"TN"	2012	"HAMBLEN County"	"09-1 Russellville PS"	552	163	720	1	534	656	108					10																				508										508																		571	115	698
"TN"	2012	"HAMBLEN County"	"09-2 Whitesburg ES"	651	199	866	1	605	771	130					10																				557										557																		650	143	818
"TN"	2012	"HAMBLEN County"	"10-1 Fish Hatchery"	488	111	609	1	460	552	72					10																				401										401																		481	63	558
"TN"	2012	"HAMBLEN County"	"10-2 Union Heights"	868	269	1152	1	784	1005	192					10																				708										708																		843	187	1064
"TN"	2012	"HAMBLEN County"	"11-1 Westview"	467	184	663	1	417	564	130					10																				393										393																		471	125	619
"TN"	2012	"HAMBLEN County"	"11-2 Witt School"	342	103	454	1	300	388	68					10																				284										284																		323	76	416
"TN"	2012	"HAMBLEN County"	"12-1 Alpha School"	1444	458	1928	1	1349	1726	314					10																				1273										1273																		1437	313	1810
"TN"	2012	"HAMBLEN County"	"13-1 Cedar Hill"	1575	390	1995	1	1419	1777	289					10																				1310										1310																		1562	279	1904
"TN"	2012	"HAMBLEN County"	"14-1 Manley Primary"	1247	335	1601	1	1186	1478	243					10																				1108										1108																		1252	226	1537
"TN"	2012	"HAMILTON County"	"003 Amnicola"	7	27	34	3	7	31	23					28										25										7										32										10	8	20	28					10	21	32
"TN"	2012	"HAMILTON County"	"004 Avondale"	9	577	587	3	22	543	512					28										542										23										565										10	12	509	521					53	477	557
"TN"	2012	"HAMILTON County"	"005 Bonny Oaks"	129	502	637	3	137	604	457					28										493										107										600																		185	423	620
"TN"	2012	"HAMILTON County"	"006 Brainerd"	310	293	628	3	305	619	285					30										285										320										605										10	328	269	597					384	186	620
"TN"	2012	"HAMILTON County"	"007 Brainerd Hills"	303	236	556	3	302	536	219					29																				372										372										10	313	211	524					363	162	541
"TN"	2012	"HAMILTON County"	"008 Bushtown"	17	589	611	3	38	558	507					28										550										32										582										10	25	507	532					72	479	570
"TN"	2012	"HAMILTON County"	"012 Concord 1"	258	128	397	3	239	381	127					30										122										247										369										10	246	112	358					295	71	381
"TN"	2012	"HAMILTON County"	"014 Dalewood"	14	265	280	3	24	257	229					28										251										18										269										10	14	238	252					34	219	261
"TN"	2012	"HAMILTON County"	"017 East Brainerd 1"	701	274	984	3	679	963	253					30										241										701										942										10	672	248	920					776	170	972
"TN"	2012	"HAMILTON County"	"018 E Chattanooga 1"	14	198	216	3	23	205	176					28										187										25										212										10	17	179	196					38	163	208
"TN"	2012	"HAMILTON County"	"019 East Lake"	251	491	756	3	266	722	437					30										452										267										719										10	268	422	690					324	367	725
"TN"	2012	"HAMILTON County"	"023 Glenwood"	43	291	339	3	38	323	278					28										292										44										336										10	41	282	323					68	254	328
"TN"	2012	"HAMILTON County"	"025 Hixson 1"	0	0	0	3	0	0	0					26																				0										0																		0	0	0
"TN"	2012	"HAMILTON County"	"028 Lake Hills"	147	192	340	3	138	330	183					28										191										129										320																		173	151	331
"TN"	2012	"HAMILTON County"	"029 Lupton City"	424	302	752	3	415	731	286					26																				440										656																		513	190	738
"TN"	2012	"HAMILTON County"	"031 Missionary Ridge"	367	253	639	3	350	618	237					30										240										366										606										10	371	232	603					463	130	620
"TN"	2012	"HAMILTON County"	"032 Moccasin Bend"	303	319	644	3	295	622	291					28										322										287										609										10	312	287	599					379	204	627
"TN"	2012	"HAMILTON County"	"033 Mountain Creek 1"	842	524	1403	3	799	1381	521					27										500										822										1322																		1007	308	1383
"TN"	2012	"HAMILTON County"	"035 N. Chattanooga 1"	335	370	739	3	330	726	351					26																				394										653										10	335	363	698					500	168	725
"TN"	2012	"HAMILTON County"	"037 Northwoods 1"	295	180	491	3	298	476	158					27										169										293										462																		362	110	485
"TN"	2012	"HAMILTON County"	"038 Northwoods 2"	163	83	252	3	155	241	75					27										81										155										236																		186	47	246
"TN"	2012	"HAMILTON County"	"042 Riverview"	279	261	567	3	258	542	252					26																				298										480										10	280	238	518					423	100	556
"TN"	2012	"HAMILTON County"	"043 St. Elmo 1"	288	429	768	3	312	741	383					27										409										309										718										10	285	426	711					434	250	751
"TN"	2012	"HAMILTON County"	"046 Tyner 1"	411	337	758	3	407	740	313					29																				487										487																		480	229	737
"TN"	2012	"HAMILTON County"	"048 Lookout Valley 1"	1065	402	1502	3	998	1472	436					27										419										1037										1456										10	1036	396	1432					1164	291	1496
"TN"	2012	"HAMILTON County"	"050 Apison 1"	848	210	1081	3	799	1038	199					30										204										820										1024										10	817	193	1010					885	135	1058
"TN"	2012	"HAMILTON County"	"051 Birchwood"	1111	272	1413	3	1042	1374	274					29																				1139										1139																		1159	182	1393
"TN"	2012	"HAMILTON County"	"052 Collegedale 1"	248	139	396	3	229	372	123					29																				296										296																		266	93	381
"TN"	2012	"HAMILTON County"	"053 East Ridge 1"	896	404	1346	3	821	1294	404					30										392										887										1279										10	874	396	1270					973	276	1309
"TN"	2012	"HAMILTON County"	"054 East Ridge 2"	605	375	1010	3	565	977	364					30										352										611										963										10	604	344	948					706	250	995
"TN"	2012	"HAMILTON County"	"055 East Ridge 3"	716	349	1089	3	689	1061	328					30										292										773										1065										10	745	292	1037					803	233	1076
"TN"	2012	"HAMILTON County"	"056 East Ridge 4"	722	430	1183	3	704	1150	398					30										392										746										1138										10	745	377	1122					817	307	1169
"TN"	2012	"HAMILTON County"	"058 Harrison 1"	67	62	135	3	62	134	66					28										67										67										134																		75	52	135
"TN"	2012	"HAMILTON County"	"059 Meadowview"	128	41	172	3	130	171	35					26																				126										158																		140	21	169
"TN"	2012	"HAMILTON County"	"060 Ooltewah 1"	573	235	821	3	555	809	226					29																				650										650																		623	163	809
"TN"	2012	"HAMILTON County"	"061 Ridgeside"	107	76	186	3	108	181	71					28										78										96										174										10	110	65	175					152	23	181
"TN"	2012	"HAMILTON County"	"063 Summit 1"	0	0	0	3	0	0	0					26																				0										0																		0	0	0
"TN"	2012	"HAMILTON County"	"064 Westview 1"	716	281	1020	3	679	995	279					30										279										698										977										10	716	258	974					795	169	997
"TN"	2012	"HAMILTON County"	"067 Fairmount"	956	322	1293	3	926	1280	310					27										300										948										1248																		1093	158	1282
"TN"	2012	"HAMILTON County"	"069 Flat Top Mtn"	136	30	171	3	129	171	38					27										34										133										167																		147	21	173
"TN"	2012	"HAMILTON County"	"070 Ganns"	698	200	920	3	668	900	199					26																				663										859																		746	130	907
"TN"	2012	"HAMILTON County"	"071 Lakesite"	499	154	665	3	468	646	154					26																				499										631																		553	96	664
"TN"	2012	"HAMILTON County"	"074 Mowbray"	414	140	563	3	396	552	141					27										136										408										544																		454	91	558
"TN"	2012	"HAMILTON County"	"075 Pleasant Grove 1"	1339	456	1837	3	1259	1793	465					26																				1371										1715																		1493	262	1805
"TN"	2012	"HAMILTON County"	"076 Red Bank 1"	389	370	793	3	377	764	333					27										375										375										750										10	399	337	736					466	251	775
"TN"	2012	"HAMILTON County"	"077 Red Bank 2"	267	202	478	3	255	466	194					27										180										276										456																		315	130	471
"TN"	2012	"HAMILTON County"	"078 Red Bank 3"	853	464	1363	3	830	1333	454					27										422										860										1282																		1046	242	1352
