state	year	county	precinct	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv
"NE"	2012	"Custer"	"East Custer"	3	1	18	19	14	5	19	19	1	18
"NE"	2012	"Custer"	"Elim"	3	1	58	59	58	1	59	59	3	56
"NE"	2012	"Custer"	"Elk Creek"	3	5	53	58	54	4	58	56	10	46
"NE"	2012	"Custer"	"Garfield"	3	5	47	52	51	1	52	53	2	49
"NE"	2012	"Custer"	"Grant"	3	1	14	15	14	1	15	15	1	14
"NE"	2012	"Custer"	"Hayes II"	3	0	3	3	3	0	3	3	0	3
"NE"	2012	"Custer"	"Hayes l"	3	2	1	3	1	2	3	3	2	1
"NE"	2012	"Custer"	"Kilfoil"	3	35	245	280	242	36	278	277	40	235
"NE"	2012	"Custer"	"Lillian"	3	5	42	47	45	5	50	48	3	45
"NE"	2012	"Custer"	"Loup"	3	4	48	52	50	3	53	53	6	47
"NE"	2012	"Custer"	"Milburn"	3	4	15	19	15	6	21	21	5	15
"NE"	2012	"Custer"	"Myrtle"	3	6	38	44	41	6	47	46	7	38
"NE"	2012	"Custer"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Custer"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Custer"	"Ryno"	3	2	37	39	39	1	40	40	2	38
"NE"	2012	"Custer"	"Sargent Rural"	3	19	59	78	63	18	81	81	19	62
"NE"	2012	"Custer"	"Sargent Village"	3	51	150	201	152	53	205	203	53	143
"NE"	2012	"Custer"	"Spring Creek"	3	3	5	8	3	5	8	8	3	4
"NE"	2012	"Custer"	"Triumph"	3	4	52	56	49	7	56	57	5	47
"NE"	2012	"Custer"	"Victoria"	3	39	136	175	142	35	177	173	33	136
"NE"	2012	"Custer"	"Wayne"	3	1	41	42	41	2	43	42	1	41
"NE"	2012	"Custer"	"West Union"	3	6	29	35	31	4	35	34	2	32
"NE"	2012	"Custer"	"Westerville"	3	7	50	57	55	1	56	58	5	51
"NE"	2012	"Custer"	"Woodriver"	3	17	108	125	106	19	125	126	16	106
"NE"	2012	"Dakota"	"01 - SSC Ward 1"	3	200	121	321	108	234	342	342	203	135
"NE"	2012	"Dakota"	"02 - SSC Ward 2"	3	302	196	498	189	330	519	535	323	203
"NE"	2012	"Dakota"	"03 - SSC Ward 3"	3	283	203	486	180	332	512	502	285	212
"NE"	2012	"Dakota"	"04 - SSC Ward 4A"	3	155	186	341	163	203	366	376	169	200
"NE"	2012	"Dakota"	"05 - SSC Ward 4AA"	3	85	159	244	152	112	264	263	90	170
"NE"	2012	"Dakota"	"06 - SSC Ward 4B"	3	194	284	478	279	228	507	513	205	297
"NE"	2012	"Dakota"	"07 - Covington Island"	3	213	286	499	291	240	531	529	198	326
"NE"	2012	"Dakota"	"08 - Dakota City"	3	227	193	420	179	276	455	453	226	217
"NE"	2012	"Dakota"	"09 - Dakota Rural"	3	61	135	196	123	84	207	206	70	134
"NE"	2012	"Dakota"	"10 - Emerson"	3	54	101	155	107	66	173	178	53	120
"NE"	2012	"Dakota"	"11 - Hubbard"	3	102	79	181	88	116	204	204	97	100
"NE"	2012	"Dakota"	"12 - Omadi"	3	122	232	354	239	181	420	421	149	262
"NE"	2012	"Dakota"	"13 - St. Johns"	3	150	174	324	171	180	351	351	130	212
"NE"	2012	"Dakota"	"EV/AB"	3	666	466	1132	501	718	1219	1236	717	506
"NE"	2012	"Dakota"	"New/Former Resident"	3	0	0	0	0	0	0	7	7	0
"NE"	2012	"Dakota"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dawes"	"EV/AB"	3	238	506	744	459	301	760	760	280	469
"NE"	2012	"Dawes"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dawes"	"Precinct 1"	3	45	103	148	74	76	150	150	52	91
"NE"	2012	"Dawes"	"Precinct 10"	3	61	286	347	262	88	350	350	74	270
"NE"	2012	"Dawes"	"Precinct 11"	3	48	181	229	161	67	228	229	61	163
"NE"	2012	"Dawes"	"Precinct 2"	3	104	296	400	247	160	407	404	139	243
"NE"	2012	"Dawes"	"Precinct 3"	3	100	232	332	189	153	342	341	136	197
"NE"	2012	"Dawes"	"Precinct 4"	3	54	228	282	205	82	287	290	84	201
"NE"	2012	"Dawes"	"Precinct 5"	3	68	170	238	147	95	242	243	81	152
"NE"	2012	"Dawes"	"Precinct 6"	3	44	253	297	230	75	305	303	56	241
"NE"	2012	"Dawes"	"Precinct 7"	3	60	169	229	166	62	228	232	54	172
"NE"	2012	"Dawes"	"Precinct 8"	3	51	186	237	160	79	239	238	63	166
"NE"	2012	"Dawes"	"Precinct 9"	3	18	74	92	66	28	94	94	22	70
"NE"	2012	"Dawes"	"Provisional"	3	22	49	71	39	37	76	77	30	43
"NE"	2012	"Dawson"	"Coyote"	3	28	137	165	135	34	169	167	34	131
"NE"	2012	"Dawson"	"Cozad East"	3	149	507	656	472	188	660	657	171	470
"NE"	2012	"Dawson"	"Cozad West"	3	128	463	591	430	169	599	598	161	426
"NE"	2012	"Dawson"	"EV/AB"	3	438	859	1297	778	534	1312	1308	503	783
"NE"	2012	"Dawson"	"Fairview"	3	18	98	116	84	32	116	115	24	90
"NE"	2012	"Dawson"	"Farnam"	3	15	87	102	83	19	102	100	19	80
"NE"	2012	"Dawson"	"German"	3	12	110	122	108	18	126	126	15	108
"NE"	2012	"Dawson"	"Gillan"	3	36	165	201	157	41	198	196	27	164
"NE"	2012	"Dawson"	"Gothenburg East"	3	111	571	682	526	161	687	683	142	526
"NE"	2012	"Dawson"	"Gothenburg West"	3	141	497	638	461	188	649	647	167	473
"NE"	2012	"Dawson"	"Grant"	3	22	159	181	151	31	182	178	29	145
"NE"	2012	"Dawson"	"Kennebec"	3	10	66	76	56	22	78	75	12	62
"NE"	2012	"Dawson"	"Lexington 1st"	3	122	221	343	192	158	350	351	155	191
"NE"	2012	"Dawson"	"Lexington 2nd"	3	124	428	552	387	171	558	554	148	394
"NE"	2012	"Dawson"	"Lexington 3rd"	3	144	394	538	364	174	538	560	171	378
"NE"	2012	"Dawson"	"Lexington 4th"	3	76	87	163	79	98	177	185	102	80
"NE"	2012	"Dawson"	"Lexington 5th"	3	89	206	295	179	115	294	312	115	186
"NE"	2012	"Dawson"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dawson"	"Overton"	3	55	345	400	307	94	401	400	80	308
"NE"	2012	"Dawson"	"Platte"	3	45	186	231	170	63	233	234	61	170
"NE"	2012	"Dawson"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dawson"	"Ringgold"	3	19	154	173	146	31	177	175	32	138
"NE"	2012	"Dawson"	"Woodriver"	3	26	165	191	157	34	191	193	31	157
"NE"	2012	"Deuel"	"Big Springs"	3	61	247	308	216	96	312	318	73	229
"NE"	2012	"Deuel"	"Chappell"	3	50	225	275	212	68	280	278	69	203
"NE"	2012	"Deuel"	"EV/AB"	3	33	129	162	120	46	166	162	43	115
"NE"	2012	"Deuel"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Deuel"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Deuel"	"Swan"	3	32	226	258	214	44	258	254	30	216
"NE"	2012	"Dixon"	"Concord-Dixon-Clark"	1	0	0	0	152	79	231	229	79	148
"NE"	2012	"Dixon"	"Daily-Hooker-Newcastle"	1	0	0	0	254	185	439	439	161	274
"NE"	2012	"Dixon"	"EV/AB"	1	8	11	19	204	143	347	342	130	202
"NE"	2012	"Dixon"	"EV/AB CG#1"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"EV/AB CG#3"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"Emerson"	1	27	47	74	85	82	167	166	66	98
"NE"	2012	"Dixon"	"Galena-Silvercreek"	1	0	0	0	155	63	218	215	48	162
"NE"	2012	"Dixon"	"Logan-Wakefield 3"	1	1	5	6	113	47	160	157	28	127
"NE"	2012	"Dixon"	"New/Former Resident CG#1"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"New/Former Resident CG#3"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"Ottercreek"	1	0	0	0	62	53	115	108	46	62
"NE"	2012	"Dixon"	"Ponca 1"	1	0	0	0	64	54	118	119	45	74
"NE"	2012	"Dixon"	"Ponca 2"	1	0	0	0	75	37	112	113	29	82
"NE"	2012	"Dixon"	"Ponca Township-Ponca 3"	1	0	0	0	160	126	286	280	87	188
"NE"	2012	"Dixon"	"Provisional CG#1"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"Provisional CG#3"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dixon"	"Springbank"	1	0	0	0	154	72	226	227	50	167
"NE"	2012	"Dixon"	"Wakefield 1"	1	0	0	0	81	79	160	162	67	92
"NE"	2012	"Dixon"	"Wakefield 2"	1	0	0	0	59	49	108	107	34	69
"NE"	2012	"Dodge"	"800 - CUMING PPD"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dodge"	"801 - BURT PPD"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dodge"	"CT/UN"	1	58	314	372	276	120	396	397	117	273
"NE"	2012	"Dodge"	"CU/EV"	1	47	173	220	165	61	226	227	70	153
"NE"	2012	"Dodge"	"City of Hooper"	1	80	235	315	202	125	327	326	114	204
"NE"	2012	"Dodge"	"City of North Bend"	1	104	315	419	254	185	439	432	169	260
"NE"	2012	"Dodge"	"City of Scribner"	1	59	275	334	231	111	342	340	84	249
"NE"	2012	"Dodge"	"EV/AB"	1	902	1454	2356	1246	1183	2429	2449	1110	1309
"NE"	2012	"Dodge"	"Elkhorn Township"	1	39	105	144	99	48	147	147	53	91
"NE"	2012	"Dodge"	"Fremont - 1A"	1	153	401	554	309	256	565	566	228	328
"NE"	2012	"Dodge"	"Fremont - 1B"	1	126	336	462	288	185	473	477	187	281
"NE"	2012	"Dodge"	"Fremont - 1C"	1	127	544	671	483	212	695	693	191	500
"NE"	2012	"Dodge"	"Fremont - 1D"	1	86	194	280	165	125	290	291	127	160
"NE"	2012	"Dodge"	"Fremont - 1E"	1	112	363	475	302	186	488	494	188	302
"NE"	2012	"Dodge"	"Fremont - 2A"	1	119	268	387	206	191	397	394	184	205
"NE"	2012	"Dodge"	"Fremont - 2B"	1	89	251	340	191	154	345	342	143	196
"NE"	2012	"Dodge"	"Fremont - 2C"	1	158	516	674	418	279	697	698	260	433
"NE"	2012	"Dodge"	"Fremont - 2D"	1	78	181	259	147	125	272	273	109	159
"NE"	2012	"Dodge"	"Fremont - 2E"	1	111	348	459	289	183	472	468	160	302
"NE"	2012	"Dodge"	"Fremont - 3A"	1	80	175	255	140	129	269	268	114	144
"NE"	2012	"Dodge"	"Fremont - 3B"	1	59	101	160	81	81	162	162	83	75
"NE"	2012	"Dodge"	"Fremont - 3C"	1	104	174	278	142	152	294	293	151	135
"NE"	2012	"Dodge"	"Fremont - 3D"	1	110	300	410	224	196	420	418	184	226
"NE"	2012	"Dodge"	"Fremont - 3E"	1	96	262	358	201	164	365	367	145	211
"NE"	2012	"Dodge"	"Fremont - 4A"	1	121	313	434	253	187	440	448	184	250
"NE"	2012	"Dodge"	"Fremont - 4B"	1	100	227	327	181	153	334	332	151	173
"NE"	2012	"Dodge"	"Fremont - 4C"	1	153	468	621	355	276	631	630	248	368
"NE"	2012	"Dodge"	"Fremont - 4D"	1	126	504	630	438	220	658	659	202	450
"NE"	2012	"Dodge"	"Fremont - 4E"	1	80	186	266	146	125	271	270	127	138
"NE"	2012	"Dodge"	"H/W/LG"	1	43	294	337	280	72	352	350	61	284
"NE"	2012	"Dodge"	"Maple Township"	1	25	97	122	87	35	122	124	35	89
"NE"	2012	"Dodge"	"New/Former Resident"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dodge"	"Nickerson Township"	1	67	192	259	147	115	262	263	106	150
"NE"	2012	"Dodge"	"Pebble Township"	1	27	168	195	147	50	197	195	43	149
"NE"	2012	"Dodge"	"Platte East"	1	65	155	220	123	97	220	226	92	132
"NE"	2012	"Dodge"	"Platte West"	1	116	387	503	349	164	513	513	152	351
"NE"	2012	"Dodge"	"Provisional"	1	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dodge"	"Webster Township"	1	76	280	356	258	111	369	371	101	265
"NE"	2012	"Douglas"	"01-01"	2	741	436	1177	428	755	1183	1195	727	440
"NE"	2012	"Douglas"	"01-02"	2	410	340	750	373	381	754	768	365	391
"NE"	2012	"Douglas"	"01-03"	2	905	658	1563	644	927	1571	1576	877	688
"NE"	2012	"Douglas"	"01-04"	2	799	335	1134	314	822	1136	1145	820	308
"NE"	2012	"Douglas"	"01-05"	2	430	317	747	305	442	747	751	421	308
"NE"	2012	"Douglas"	"01-06"	2	737	325	1062	299	749	1048	1051	742	297
"NE"	2012	"Douglas"	"01-07"	2	823	393	1216	369	850	1219	1211	802	384
"NE"	2012	"Douglas"	"01-08"	2	795	404	1199	426	780	1206	1213	760	424
"NE"	2012	"Douglas"	"01-09"	2	506	284	790	283	507	790	792	500	277
"NE"	2012	"Douglas"	"01-10"	2	312	260	572	278	293	571	571	278	289
"NE"	2012	"Douglas"	"01-11"	2	501	387	888	373	526	899	912	519	370
"NE"	2012	"Douglas"	"01-12"	2	65	43	108	56	52	108	110	51	53
"NE"	2012	"Douglas"	"01-13"	2	678	621	1299	615	700	1315	1318	631	667
"NE"	2012	"Douglas"	"01-14"	2	974	482	1456	491	972	1463	1472	924	517
"NE"	2012	"Douglas"	"01-15"	2	773	532	1305	512	794	1306	1314	753	524
"NE"	2012	"Douglas"	"01-16"	2	450	401	851	389	466	855	857	455	391
"NE"	2012	"Douglas"	"01-17"	2	786	322	1108	309	805	1114	1118	778	322
"NE"	2012	"Douglas"	"01-18"	2	935	665	1600	695	918	1613	1609	827	762
"NE"	2012	"Douglas"	"01-19"	2	656	521	1177	531	646	1177	1178	582	583
"NE"	2012	"Douglas"	"01-20"	2	547	484	1031	474	567	1041	1044	527	500
"NE"	2012	"Douglas"	"01-21"	2	587	474	1061	482	595	1077	1088	552	520
"NE"	2012	"Douglas"	"01-22"	2	481	515	996	534	466	1000	1012	438	563
"NE"	2012	"Douglas"	"01-23"	2	556	411	967	398	571	969	976	540	421
"NE"	2012	"Douglas"	"01-24"	2	525	393	918	406	521	927	930	490	420
"NE"	2012	"Douglas"	"01-25"	2	490	302	792	270	519	789	795	495	288
"NE"	2012	"Douglas"	"02-01"	2	535	227	762	209	555	764	763	532	216
"NE"	2012	"Douglas"	"02-02"	2	664	191	855	189	660	849	860	658	187
"NE"	2012	"Douglas"	"02-03"	2	855	257	1112	254	852	1106	1108	856	242
"NE"	2012	"Douglas"	"02-04"	2	721	95	816	87	722	809	806	724	76
"NE"	2012	"Douglas"	"02-05"	2	594	74	668	63	605	668	661	605	51
"NE"	2012	"Douglas"	"02-06"	2	699	112	811	102	709	811	805	701	97
"NE"	2012	"Douglas"	"02-07"	2	673	111	784	115	669	784	784	672	108
"NE"	2012	"Douglas"	"02-08"	2	675	68	743	75	660	735	737	687	47
"NE"	2012	"Douglas"	"02-09"	2	751	36	787	25	745	770	781	764	12
"NE"	2012	"Douglas"	"02-10"	2	713	68	781	60	708	768	773	707	54
"NE"	2012	"Douglas"	"02-11"	2	950	153	1103	146	942	1088	1095	948	133
"NE"	2012	"Douglas"	"02-12"	2	826	251	1077	249	822	1071	1084	836	233
"NE"	2012	"Douglas"	"02-13"	2	630	64	694	58	626	684	691	643	42
"NE"	2012	"Douglas"	"02-14"	2	775	253	1028	260	762	1022	1027	761	248
"NE"	2012	"Douglas"	"02-15"	2	776	74	850	63	780	843	852	793	55
"NE"	2012	"Douglas"	"02-16"	2	677	101	778	97	683	780	774	692	71
"NE"	2012	"Douglas"	"02-17"	2	627	168	795	163	631	794	792	631	149
"NE"	2012	"Douglas"	"02-18"	2	79	85	164	77	87	164	166	72	87
"NE"	2012	"Douglas"	"02-19"	2	621	121	742	102	637	739	742	663	76
"NE"	2012	"Douglas"	"02-20"	2	574	76	650	71	573	644	646	588	53
"NE"	2012	"Douglas"	"02-21"	2	753	49	802	51	741	792	786	764	20
"NE"	2012	"Douglas"	"02-22"	2	570	42	612	39	566	605	606	573	31
"NE"	2012	"Douglas"	"02-23"	2	517	227	744	223	526	749	739	511	219
"NE"	2012	"Douglas"	"03-01"	2	38	14	52	13	39	52	52	36	14
"NE"	2012	"Douglas"	"03-02"	2	594	286	880	286	597	883	895	586	284
"NE"	2012	"Douglas"	"03-03"	2	717	290	1007	282	735	1017	1023	703	292
"NE"	2012	"Douglas"	"03-04"	2	882	467	1349	459	891	1350	1355	840	489
"NE"	2012	"Douglas"	"03-05"	2	470	262	732	263	481	744	747	462	262
"NE"	2012	"Douglas"	"03-06"	2	389	142	531	131	400	531	545	400	129
"NE"	2012	"Douglas"	"03-07"	2	597	288	885	286	611	897	900	593	283
"NE"	2012	"Douglas"	"03-08"	2	644	428	1072	433	651	1084	1080	601	456
"NE"	2012	"Douglas"	"03-09"	2	728	470	1198	463	725	1188	1193	663	500
"NE"	2012	"Douglas"	"03-10"	2	384	277	661	272	395	667	666	369	279
"NE"	2012	"Douglas"	"03-11"	2	480	274	754	232	527	759	757	521	225
"NE"	2012	"Douglas"	"03-12"	2	530	355	885	347	539	886	895	484	399
"NE"	2012	"Douglas"	"03-13"	2	551	331	882	317	566	883	888	533	340
"NE"	2012	"Douglas"	"03-14"	2	695	507	1202	514	695	1209	1210	650	532
"NE"	2012	"Douglas"	"03-15"	2	804	575	1379	550	830	1380	1398	785	575
"NE"	2012	"Douglas"	"03-16"	2	823	567	1390	539	860	1399	1406	783	593
"NE"	2012	"Douglas"	"03-17"	2	561	487	1048	473	580	1053	1064	550	491
"NE"	2012	"Douglas"	"03-18"	2	536	202	738	182	564	746	748	545	192
"NE"	2012	"Douglas"	"03-19"	2	637	280	917	253	676	929	926	638	268
"NE"	2012	"Douglas"	"03-20"	2	852	496	1348	524	840	1364	1368	795	554
"NE"	2012	"Douglas"	"03-21"	2	579	300	879	277	616	893	903	574	301
"NE"	2012	"Douglas"	"04-01"	2	414	221	635	218	428	646	648	414	221
"NE"	2012	"Douglas"	"04-02"	2	388	289	677	259	425	684	677	388	273
"NE"	2012	"Douglas"	"04-03"	2	422	188	610	162	454	616	613	428	170
"NE"	2012	"Douglas"	"04-04"	2	556	366	922	356	570	926	922	535	369
"NE"	2012	"Douglas"	"04-05"	2	663	659	1322	657	683	1340	1344	635	689
"NE"	2012	"Douglas"	"04-06"	2	556	346	902	321	593	914	915	565	321
"NE"	2012	"Douglas"	"04-07"	2	413	287	700	281	428	709	701	395	295
"NE"	2012	"Douglas"	"04-08"	2	506	441	947	416	528	944	947	507	418
"NE"	2012	"Douglas"	"04-09"	2	293	182	475	165	310	475	473	295	170
"NE"	2012	"Douglas"	"04-10"	2	533	183	716	165	558	723	722	547	165
"NE"	2012	"Douglas"	"04-11"	2	584	411	995	405	596	1001	1012	556	441
"NE"	2012	"Douglas"	"04-12"	2	518	448	966	445	522	967	975	469	486
"NE"	2012	"Douglas"	"04-13"	2	454	414	868	392	487	879	885	469	401
"NE"	2012	"Douglas"	"04-14"	2	289	172	461	169	291	460	458	307	143
"NE"	2012	"Douglas"	"04-15"	2	510	284	794	250	542	792	794	528	252
"NE"	2012	"Douglas"	"04-16"	2	544	412	956	392	567	959	957	512	427
"NE"	2012	"Douglas"	"04-17"	2	327	268	595	260	340	600	591	305	276
"NE"	2012	"Douglas"	"04-18"	2	331	161	492	127	361	488	485	336	143
"NE"	2012	"Douglas"	"05-01"	2	591	592	1183	585	608	1193	1202	544	637
"NE"	2012	"Douglas"	"05-02"	2	630	631	1261	676	581	1257	1264	523	725
"NE"	2012	"Douglas"	"05-03"	2	612	676	1288	712	587	1299	1318	542	760
"NE"	2012	"Douglas"	"05-04"	2	560	495	1055	475	587	1062	1070	564	490
"NE"	2012	"Douglas"	"05-05"	2	491	458	949	447	514	961	958	466	472
"NE"	2012	"Douglas"	"05-06"	2	398	410	808	405	421	826	826	374	438
"NE"	2012	"Douglas"	"05-07"	2	625	724	1349	721	636	1357	1364	588	750
"NE"	2012	"Douglas"	"05-08"	2	493	403	896	396	504	900	906	464	409
"NE"	2012	"Douglas"	"05-09"	2	540	743	1283	764	516	1280	1296	461	822
"NE"	2012	"Douglas"	"05-10"	2	525	578	1103	577	535	1112	1107	495	600
"NE"	2012	"Douglas"	"05-11"	2	653	669	1322	675	662	1337	1339	621	698
"NE"	2012	"Douglas"	"05-12"	2	573	631	1204	643	574	1217	1228	535	679
"NE"	2012	"Douglas"	"05-13"	2	482	931	1413	957	466	1423	1438	381	1044
"NE"	2012	"Douglas"	"05-14"	2	548	771	1319	778	552	1330	1339	486	831
"NE"	2012	"Douglas"	"05-15"	2	426	781	1207	785	434	1219	1228	367	844
"NE"	2012	"Douglas"	"05-16"	2	450	702	1152	687	474	1161	1180	419	740
"NE"	2012	"Douglas"	"05-17"	2	534	1034	1568	1027	561	1588	1597	482	1105
"NE"	2012	"Douglas"	"05-18"	2	585	722	1307	721	598	1319	1323	560	749
"NE"	2012	"Douglas"	"05-19"	2	580	746	1326	759	586	1345	1357	523	817
"NE"	2012	"Douglas"	"05-20"	2	287	698	985	712	282	994	1008	259	747
"NE"	2012	"Douglas"	"05-21"	2	290	638	928	644	293	937	940	241	693
"NE"	2012	"Douglas"	"05-22"	2	364	772	1136	785	366	1151	1160	310	838
"NE"	2012	"Douglas"	"05-23"	2	554	598	1152	595	558	1153	1154	509	630
"NE"	2012	"Douglas"	"05-24"	2	558	552	1110	599	523	1122	1125	477	621
"NE"	2012	"Douglas"	"05-25"	2	457	707	1164	723	451	1174	1174	406	751
"NE"	2012	"Douglas"	"06-01"	2	509	535	1044	517	524	1041	1054	459	579
"NE"	2012	"Douglas"	"06-02"	2	474	708	1182	731	464	1195	1198	378	812
"NE"	2012	"Douglas"	"06-03"	2	510	630	1140	645	495	1140	1139	424	701
"NE"	2012	"Douglas"	"06-04"	2	522	658	1180	687	502	1189	1198	451	739
"NE"	2012	"Douglas"	"06-05"	2	510	428	938	416	527	943	951	473	463
"NE"	2012	"Douglas"	"06-06"	2	461	482	943	497	453	950	951	423	510
"NE"	2012	"Douglas"	"06-07"	2	537	552	1089	575	526	1101	1102	477	613
"NE"	2012	"Douglas"	"06-08"	2	602	740	1342	762	585	1347	1358	527	816
"NE"	2012	"Douglas"	"06-09"	2	562	712	1274	744	540	1284	1282	471	799
"NE"	2012	"Douglas"	"06-10"	2	600	719	1319	738	598	1336	1339	541	780
"NE"	2012	"Douglas"	"06-11"	2	671	766	1437	786	663	1449	1452	594	836
"NE"	2012	"Douglas"	"06-12"	2	531	464	995	468	532	1000	1005	498	473
"NE"	2012	"Douglas"	"06-13"	2	695	758	1453	762	698	1460	1474	641	805
"NE"	2012	"Douglas"	"06-14"	2	651	767	1418	755	662	1417	1433	603	804
"NE"	2012	"Douglas"	"06-15"	2	418	682	1100	684	419	1103	1114	348	758
"NE"	2012	"Douglas"	"06-16"	2	461	830	1291	829	464	1293	1301	408	882
"NE"	2012	"Douglas"	"06-17"	2	368	668	1036	676	371	1047	1054	331	715
"NE"	2012	"Douglas"	"06-18"	2	130	179	309	173	145	318	318	133	177
"NE"	2012	"Douglas"	"06-19"	2	472	829	1301	812	504	1316	1327	437	876
"NE"	2012	"Douglas"	"06-20"	2	479	744	1223	713	518	1231	1247	468	761
"NE"	2012	"Douglas"	"06-21"	2	397	829	1226	850	400	1250	1251	331	911
"NE"	2012	"Douglas"	"06-22"	2	199	714	913	715	195	910	916	155	755
"NE"	2012	"Douglas"	"06-23"	2	311	468	779	472	328	800	798	285	503
"NE"	2012	"Douglas"	"06-24"	2	396	756	1152	765	400	1165	1170	359	797
"NE"	2012	"Douglas"	"06-25"	2	507	581	1088	595	508	1103	1106	452	644
"NE"	2012	"Douglas"	"06-26"	2	468	576	1044	571	480	1051	1049	422	619
"NE"	2012	"Douglas"	"06-27"	2	506	543	1049	525	529	1054	1063	472	576
"NE"	2012	"Douglas"	"06-28"	2	572	615	1187	648	547	1195	1196	505	677
"NE"	2012	"Douglas"	"06-29"	2	339	627	966	669	308	977	978	260	708
"NE"	2012	"Douglas"	"07-01"	2	581	471	1052	455	601	1056	1055	563	478
"NE"	2012	"Douglas"	"07-02"	2	635	563	1198	563	638	1201	1204	602	587
"NE"	2012	"Douglas"	"07-03"	2	598	545	1143	527	613	1140	1154	595	542
"NE"	2012	"Douglas"	"07-04"	2	521	477	998	468	536	1004	1016	494	510
"NE"	2012	"Douglas"	"07-05"	2	771	600	1371	587	780	1367	1385	758	614
"NE"	2012	"Douglas"	"07-06"	2	537	604	1141	604	542	1146	1152	508	629
"NE"	2012	"Douglas"	"07-07"	2	532	465	997	465	536	1001	1002	499	496
"NE"	2012	"Douglas"	"07-08"	2	554	530	1084	527	570	1097	1090	526	552
"NE"	2012	"Douglas"	"07-09"	2	676	588	1264	547	720	1267	1275	684	572
"NE"	2012	"Douglas"	"07-10"	2	666	611	1277	612	668	1280	1288	625	640
"NE"	2012	"Douglas"	"07-11"	2	631	528	1159	505	665	1170	1180	635	528
"NE"	2012	"Douglas"	"07-12"	2	502	682	1184	700	499	1199	1201	439	753
"NE"	2012	"Douglas"	"07-13"	2	639	1015	1654	1027	640	1667	1679	563	1102
"NE"	2012	"Douglas"	"07-14"	2	212	334	546	333	222	555	553	191	352
"NE"	2012	"Douglas"	"07-15"	2	473	398	871	371	502	873	880	465	399
"NE"	2012	"Douglas"	"07-16"	2	440	583	1023	584	446	1030	1029	408	612
"NE"	2012	"Douglas"	"07-17"	2	335	472	807	498	315	813	825	288	524
"NE"	2012	"Douglas"	"07-18"	2	633	545	1178	521	667	1188	1201	628	548
"NE"	2012	"Douglas"	"07-19"	2	632	524	1156	530	627	1157	1167	582	565
"NE"	2012	"Douglas"	"07-20"	2	582	808	1390	828	571	1399	1404	483	914
"NE"	2012	"Douglas"	"07-21"	2	411	688	1099	708	393	1101	1106	335	762
"NE"	2012	"Douglas"	"07-22"	2	614	1067	1681	1063	629	1692	1715	544	1151
"NE"	2012	"Douglas"	"07-23"	2	489	481	970	475	496	971	974	481	478
"NE"	2012	"Douglas"	"07-24"	2	465	533	998	493	514	1007	1018	477	525
"NE"	2012	"Douglas"	"07-25"	2	615	599	1214	595	623	1218	1214	574	626
"NE"	2012	"Douglas"	"07-26"	2	437	636	1073	645	434	1079	1084	393	682
"NE"	2012	"Douglas"	"08-01"	2	260	290	550	286	261	547	555	227	313
"NE"	2012	"Douglas"	"08-02"	2	223	224	447	223	221	444	446	210	227
"NE"	2012	"Douglas"	"08-03"	2	207	204	411	194	215	409	407	193	202
"NE"	2012	"Douglas"	"08-04"	2	257	339	596	338	261	599	595	225	366
"NE"	2012	"Douglas"	"08-05"	2	273	242	515	239	285	524	525	253	264
"NE"	2012	"Douglas"	"08-06"	2	201	215	416	204	211	415	410	188	217
"NE"	2012	"Douglas"	"08-07"	2	306	364	670	389	288	677	683	256	415
"NE"	2012	"Douglas"	"08-08"	2	141	193	334	206	128	334	333	127	202
"NE"	2012	"Douglas"	"08-09"	2	241	408	649	428	230	658	663	195	462
"NE"	2012	"Douglas"	"08-10"	2	435	389	824	390	441	831	839	400	428
"NE"	2012	"Douglas"	"08-11"	2	1187	673	1860	668	1193	1861	1872	1163	681
"NE"	2012	"Douglas"	"08-12"	2	655	665	1320	669	664	1333	1330	617	690
