state	year	parish	ward	precinct	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_d2v	g2012_USH_dv	g2012_USH_r2v	g2012_USH_r3v	g2012_USH_rv	g2012_USH_tv
"LA"	2012	"East Baton Rouge"	"01"	"046 B"	168	44	222.0	6					90	167
"LA"	2012	"East Baton Rouge"	"01"	"047 A"	159	450	616.0	6					480	599
"LA"	2012	"East Baton Rouge"	"01"	"047 B"	172	458	643.0	6					489	603
"LA"	2012	"East Baton Rouge"	"01"	"048 A"	146	374	537.0	6					408	509
"LA"	2012	"East Baton Rouge"	"01"	"048 B"	193	387	591.0	6					428	561
"LA"	2012	"East Baton Rouge"	"01"	"049 A"	89	335	434.0	6					346	404
"LA"	2012	"East Baton Rouge"	"01"	"049 B"	81	276	367.0	6					300	351
"LA"	2012	"East Baton Rouge"	"01"	"050"	624	22	656.0	2	243	292	8		35	586
"LA"	2012	"East Baton Rouge"	"01"	"051"	460	8	470.0	2	118	258	5		15	397
"LA"	2012	"East Baton Rouge"	"01"	"052 A"	165	292	477.0	6					357	462
"LA"	2012	"East Baton Rouge"	"01"	"052 B"	163	334	508.0	6					374	478
"LA"	2012	"East Baton Rouge"	"01"	"053 A"	86	261	351.0	6					278	332
"LA"	2012	"East Baton Rouge"	"01"	"053 B"	84	296	391.0	6					324	372
"LA"	2012	"East Baton Rouge"	"01"	"054 A"	463	178	646.0	6					291	511
"LA"	2012	"East Baton Rouge"	"01"	"054 B"	495	197	704.0	6					370	591
"LA"	2012	"East Baton Rouge"	"01"	"055 A"	139	324	472.0	6					358	443
"LA"	2012	"East Baton Rouge"	"01"	"055 B"	172	316	500.0	6					358	460
"LA"	2012	"East Baton Rouge"	"01"	"056 A"	115	457	579.0	6					489	566
"LA"	2012	"East Baton Rouge"	"01"	"056 B"	124	466	608.0	6					511	599
"LA"	2012	"East Baton Rouge"	"01"	"057"	204	208	430.0	6					247	377
"LA"	2012	"East Baton Rouge"	"01"	"058 A"	381	20	402.0	2	153	177	4		24	360
"LA"	2012	"East Baton Rouge"	"01"	"058 B"	348	23	373.0	2	121	173	6		25	329
"LA"	2012	"East Baton Rouge"	"01"	"059"	374	3	378.0	6					119	260
"LA"	2012	"East Baton Rouge"	"01"	"060 A"	205	291	514.0	6					351	481
"LA"	2012	"East Baton Rouge"	"01"	"060 B"	195	322	529.0	6					372	489
"LA"	2012	"East Baton Rouge"	"01"	"061"	828	18	850.0	2	295	380	10		43	733
"LA"	2012	"East Baton Rouge"	"01"	"062"	715	6	721.0	2	323	270	7		25	628
"LA"	2012	"East Baton Rouge"	"01"	"063 A"	359	1	361.0	2	123	172	3		15	316
"LA"	2012	"East Baton Rouge"	"01"	"063 B"	335	5	342.0	2	117	151	3		22	295
"LA"	2012	"East Baton Rouge"	"01"	"064"	151	203	378.0	6					234	358
"LA"	2012	"East Baton Rouge"	"01"	"065"	238	287	539.0	6					339	491
"LA"	2012	"East Baton Rouge"	"01"	"066 A"	199	190	397.0	6					230	352
"LA"	2012	"East Baton Rouge"	"01"	"066 B"	223	193	428.0	6					267	387
"LA"	2012	"East Baton Rouge"	"01"	"067"	321	20	347.0	2	96	160	2		26	293
"LA"	2012	"East Baton Rouge"	"01"	"068"	310	3	314.0	6					112	210
"LA"	2012	"East Baton Rouge"	"01"	"069 A"	205	307	537.0	6					355	500
"LA"	2012	"East Baton Rouge"	"01"	"069 B"	210	306	541.0	6					351	504
"LA"	2012	"East Baton Rouge"	"01"	"070 A"	495	72	569.0	6					234	437
"LA"	2012	"East Baton Rouge"	"01"	"070 B"	452	71	529.0	6					213	432
"LA"	2012	"East Baton Rouge"	"01"	"071 A"	229	294	525.0	6					358	469
"LA"	2012	"East Baton Rouge"	"01"	"071 B"	220	245	470.0	6					273	395
"LA"	2012	"East Baton Rouge"	"01"	"072 A"	150	361	517.0	6					382	479
"LA"	2012	"East Baton Rouge"	"01"	"072 B"	145	316	469.0	6					348	428
"LA"	2012	"East Baton Rouge"	"01"	"073 A"	327	174	507.0	6					282	438
"LA"	2012	"East Baton Rouge"	"01"	"073 B"	299	167	471.0	6					269	405
"LA"	2012	"East Baton Rouge"	"01"	"074 A"	74	334	414.0	6					361	390
"LA"	2012	"East Baton Rouge"	"01"	"074 B"	96	367	474.0	6					384	451
"LA"	2012	"East Baton Rouge"	"01"	"075 A"	148	331	495.0	6					365	472
"LA"	2012	"East Baton Rouge"	"01"	"075 B"	108	280	395.0	6					303	378
"LA"	2012	"East Baton Rouge"	"01"	"077 A"	527	8	536.0	2	173	258	5		15	455
"LA"	2012	"East Baton Rouge"	"01"	"077 B"	489	10	503.0	2	172	248	4		21	447
"LA"	2012	"East Baton Rouge"	"01"	"078 A"	331	58	395.0	6					146	317
"LA"	2012	"East Baton Rouge"	"01"	"078 B"	292	58	357.0	6					154	278
"LA"	2012	"East Baton Rouge"	"01"	"080 A"	184	359	563.0	6					398	524
"LA"	2012	"East Baton Rouge"	"01"	"080 B"	174	397	590.0	6					438	547
"LA"	2012	"East Baton Rouge"	"01"	"081 A"	355	136	497.0	6					209	398
"LA"	2012	"East Baton Rouge"	"01"	"081 B"	334	89	430.0	6					184	361
"LA"	2012	"East Baton Rouge"	"01"	"082 A"	440	85	529.0	6					213	407
"LA"	2012	"East Baton Rouge"	"01"	"082 B"	377	86	463.0	6					208	372
"LA"	2012	"East Baton Rouge"	"01"	"083 A"	244	127	374.0	6					174	291
"LA"	2012	"East Baton Rouge"	"01"	"083 B"	226	111	346.0	6					178	282
"LA"	2012	"East Baton Rouge"	"01"	"084 A"	608	8	616.0	2	187	284	4		32	514
"LA"	2012	"East Baton Rouge"	"01"	"084 B"	668	11	680.0	2	238	288	5		26	565
"LA"	2012	"East Baton Rouge"	"01"	"085 A"	636	7	643.0	2	173	356	4		22	560
"LA"	2012	"East Baton Rouge"	"01"	"085 B"	569	1	574.0	2	144	310	2		17	482
"LA"	2012	"East Baton Rouge"	"01"	"086 A"	434	2	439.0	2	131	231	6		22	393
"LA"	2012	"East Baton Rouge"	"01"	"086 B"	424	3	427.0	2	105	255	1		18	381
"LA"	2012	"East Baton Rouge"	"01"	"087 A"	254	333	599.0	6					392	538
"LA"	2012	"East Baton Rouge"	"01"	"087 B"	249	277	535.0	6					342	463
"LA"	2012	"East Baton Rouge"	"01"	"088 A"	388	53	446.0	6					159	338
"LA"	2012	"East Baton Rouge"	"01"	"088 B"	418	47	468.0	6					159	357
"LA"	2012	"East Baton Rouge"	"01"	"088 C"	509	53	564.0	6					196	419
"LA"	2012	"East Baton Rouge"	"01"	"089"	137	476	630.0	6					526	599
"LA"	2012	"East Baton Rouge"	"01"	"090 A"	209	326	546.0	6					383	506
"LA"	2012	"East Baton Rouge"	"01"	"090 B"	197	339	551.0	6					378	510
"LA"	2012	"East Baton Rouge"	"01"	"091 A"	250	5	256.0	2	91	100	2		12	208
"LA"	2012	"East Baton Rouge"	"01"	"091 B"	319	2	321.0	2	90	170	7		9	278
"LA"	2012	"East Baton Rouge"	"01"	"092 A"	295	2	298.0	2	98	154	0		11	265
"LA"	2012	"East Baton Rouge"	"01"	"092 B"	226	2	228.0	2	65	121	2		8	196
"LA"	2012	"East Baton Rouge"	"01"	"093"	202	50	259.0	2	109	71	4		33	220
"LA"	2012	"East Baton Rouge"	"01"	"094"	410	1	411.0	2	119	217	1		16	355
"LA"	2012	"East Baton Rouge"	"01"	"095 A"	470	5	475.0	2	102	269	2		15	390
"LA"	2012	"East Baton Rouge"	"01"	"095 B"	466	5	474.0	2	80	314	2		22	420
"LA"	2012	"East Baton Rouge"	"01"	"097"	323	173	504.0	6					263	406
"LA"	2012	"East Baton Rouge"	"01"	"098 A"	226	419	656.0	6					463	600
"LA"	2012	"East Baton Rouge"	"01"	"098 B"	208	409	631.0	6					470	589
"LA"	2012	"East Baton Rouge"	"01"	"099 A"	213	454	686.0	6					516	633
"LA"	2012	"East Baton Rouge"	"01"	"099 B"	177	523	713.0	6					540	659
"LA"	2012	"East Baton Rouge"	"01"	"100 A"	414	0	415.0	2	174	203	1		9	392
"LA"	2012	"East Baton Rouge"	"01"	"100 B"	417	4	423.0	2	170	208	2		11	394
"LA"	2012	"East Baton Rouge"	"01"	"101 A"	244	5	249.0	2	60	155	0		7	222
"LA"	2012	"East Baton Rouge"	"01"	"101 B"	220	2	227.0	2	63	121	1		8	195
"LA"	2012	"East Baton Rouge"	"01"	"102 A"	261	207	496.0	6					248	420
"LA"	2012	"East Baton Rouge"	"01"	"102 B"	307	175	512.0	6					230	438
"LA"	2012	"East Baton Rouge"	"01"	"103 A"	168	399	585.0	6					439	544
"LA"	2012	"East Baton Rouge"	"01"	"103 B"	150	340	498.0	6					373	461
"LA"	2012	"East Baton Rouge"	"01"	"104 A"	394	70	468.0	2	193	157	6		53	417
"LA"	2012	"East Baton Rouge"	"01"	"104 B"	325	61	389.0	2	180	102	15		44	344
"LA"	2012	"East Baton Rouge"	"01"	"105 A"	140	439	593.0	6					467	558
"LA"	2012	"East Baton Rouge"	"01"	"105 B"	158	433	605.0	6					463	563
"LA"	2012	"East Baton Rouge"	"01"	"107"	227	204	451.0	6					250	397
"LA"	2012	"East Baton Rouge"	"02"	"001 A"	564	45	615.0	2	221	266	12		43	547
"LA"	2012	"East Baton Rouge"	"02"	"001 B"	558	58	621.0	2	218	264	16		39	544
"LA"	2012	"East Baton Rouge"	"02"	"002 A"	376	112	489.0	6					215	397
"LA"	2012	"East Baton Rouge"	"02"	"002 B"	354	105	462.0	6					189	347
"LA"	2012	"East Baton Rouge"	"02"	"003"	310	207	525.0	6					293	437
"LA"	2012	"East Baton Rouge"	"02"	"004"	668	117	791.0	6					286	558
"LA"	2012	"East Baton Rouge"	"02"	"005"	227	135	362.0	6					198	296
"LA"	2012	"East Baton Rouge"	"02"	"006 A"	250	485	742.0	6					552	668
"LA"	2012	"East Baton Rouge"	"02"	"006 B"	185	332	523.0	6					381	465
"LA"	2012	"East Baton Rouge"	"02"	"007 A"	129	393	528.0	6					401	477
"LA"	2012	"East Baton Rouge"	"02"	"007 B"	128	368	499.0	6					386	454
"LA"	2012	"East Baton Rouge"	"02"	"008 A"	64	681	755.0	6					665	722
"LA"	2012	"East Baton Rouge"	"02"	"008 B"	42	718	772.0	6					711	748
"LA"	2012	"East Baton Rouge"	"02"	"009 A"	232	25	259.0	2	98	117	2		15	238
"LA"	2012	"East Baton Rouge"	"02"	"009 B"	198	21	220.0	2	85	109	2		9	206
"LA"	2012	"East Baton Rouge"	"02"	"010 A"	282	164	448.0	6					267	378
"LA"	2012	"East Baton Rouge"	"02"	"010 B"	272	155	434.0	6					238	341
"LA"	2012	"East Baton Rouge"	"02"	"011"	488	68	557.0	2	181	251	6		57	501
"LA"	2012	"East Baton Rouge"	"02"	"012 A"	443	118	567.0	6					262	454
"LA"	2012	"East Baton Rouge"	"02"	"012 B"	432	132	567.0	6					248	470
"LA"	2012	"East Baton Rouge"	"02"	"013 A"	268	91	362.0	2	118	111	14		55	303
"LA"	2012	"East Baton Rouge"	"02"	"013 B"	234	98	339.0	2	119	86	8		70	291
"LA"	2012	"East Baton Rouge"	"02"	"014 A"	243	140	389.0	6					203	307
"LA"	2012	"East Baton Rouge"	"02"	"014 B"	209	128	341.0	6					212	294
"LA"	2012	"East Baton Rouge"	"02"	"015"	221	158	388.0	6					208	315
"LA"	2012	"East Baton Rouge"	"02"	"016 A"	446	10	458.0	2	157	250	0		12	421
"LA"	2012	"East Baton Rouge"	"02"	"016 B"	428	3	433.0	2	160	212	3		20	396
"LA"	2012	"East Baton Rouge"	"02"	"017 A"	286	100	388.0	6					149	268
"LA"	2012	"East Baton Rouge"	"02"	"017 B"	248	95	345.0	6					160	261
"LA"	2012	"East Baton Rouge"	"02"	"018 A"	247	519	790.0	6					611	738
"LA"	2012	"East Baton Rouge"	"02"	"018 B"	276	502	789.0	6					587	728
"LA"	2012	"East Baton Rouge"	"02"	"018 C"	276	379	661.0	6					475	595
"LA"	2012	"East Baton Rouge"	"02"	"019"	326	63	399.0	6					147	299
"LA"	2012	"East Baton Rouge"	"02"	"020"	172	92	270.0	2	99	71	9		52	236
"LA"	2012	"East Baton Rouge"	"02"	"021 A"	207	516	733.0	6					569	684
"LA"	2012	"East Baton Rouge"	"02"	"021 B"	176	495	686.0	6					530	630
"LA"	2012	"East Baton Rouge"	"02"	"022 A"	388	2	390.0	2	112	221	4		14	352
"LA"	2012	"East Baton Rouge"	"02"	"022 B"	394	2	397.0	2	118	205	5		13	343
"LA"	2012	"East Baton Rouge"	"02"	"023 A"	395	10	406.0	2	118	234	1		15	370
"LA"	2012	"East Baton Rouge"	"02"	"023 B"	338	7	348.0	2	125	169	2		13	316
"LA"	2012	"East Baton Rouge"	"02"	"024"	481	1	485.0	2	135	272	2		12	423
"LA"	2012	"East Baton Rouge"	"02"	"025 A"	489	149	640.0	6					283	483
"LA"	2012	"East Baton Rouge"	"02"	"025 B"	484	143	633.0	6					270	457
"LA"	2012	"East Baton Rouge"	"02"	"026"	340	397	751.0	6					485	618
"LA"	2012	"East Baton Rouge"	"02"	"027 A"	472	36	510.0	6					166	359
"LA"	2012	"East Baton Rouge"	"02"	"027 B"	393	26	422.0	6					143	320
"LA"	2012	"East Baton Rouge"	"02"	"028"	456	405	871.0	6					552	721
"LA"	2012	"East Baton Rouge"	"02"	"029 A"	343	555	909.0	6					648	828
"LA"	2012	"East Baton Rouge"	"02"	"029 B"	286	542	840.0	6					623	772
"LA"	2012	"East Baton Rouge"	"02"	"030 A"	577	16	595.0	2	183	337	3		19	547
"LA"	2012	"East Baton Rouge"	"02"	"030 B"	539	7	549.0	2	205	268	2		16	495
"LA"	2012	"East Baton Rouge"	"02"	"031"	291	45	336.0	6					133	231
"LA"	2012	"East Baton Rouge"	"02"	"032 A"	371	320	699.0	6					412	584
"LA"	2012	"East Baton Rouge"	"02"	"032 B"	352	342	702.0	6					454	607
"LA"	2012	"East Baton Rouge"	"03"	"001 A"	99	706	818.0	6					695	778
"LA"	2012	"East Baton Rouge"	"03"	"001 B"	69	601	677.0	6					603	651
"LA"	2012	"East Baton Rouge"	"03"	"002 A"	96	488	586.0	6					504	555
"LA"	2012	"East Baton Rouge"	"03"	"002 B"	95	483	581.0	6					486	557
"LA"	2012	"East Baton Rouge"	"03"	"003 A"	100	453	559.0	6					467	530
"LA"	2012	"East Baton Rouge"	"03"	"003 B"	133	537	681.0	6					581	657
"LA"	2012	"East Baton Rouge"	"03"	"004 A"	118	282	414.0	6					313	391
"LA"	2012	"East Baton Rouge"	"03"	"004 B"	161	341	522.0	6					377	486
"LA"	2012	"East Baton Rouge"	"03"	"005 A"	215	110	340.0	6					158	272
"LA"	2012	"East Baton Rouge"	"03"	"005 B"	231	121	364.0	6					171	283
"LA"	2012	"East Baton Rouge"	"03"	"006 A"	59	433	500.0	6					441	482
"LA"	2012	"East Baton Rouge"	"03"	"006 B"	57	503	567.0	6					496	538
"LA"	2012	"East Baton Rouge"	"03"	"007 A"	123	423	561.0	6					457	540
"LA"	2012	"East Baton Rouge"	"03"	"007 B"	146	466	628.0	6					510	604
"LA"	2012	"East Baton Rouge"	"03"	"008 A"	476	113	597.0	6					244	430
"LA"	2012	"East Baton Rouge"	"03"	"008 B"	486	121	609.0	6					251	442
"LA"	2012	"East Baton Rouge"	"03"	"009 A"	149	615	781.0	6					645	741
"LA"	2012	"East Baton Rouge"	"03"	"009 B"	140	681	834.0	6					709	803
"LA"	2012	"East Baton Rouge"	"03"	"010 A"	215	412	638.0	6					465	599
"LA"	2012	"East Baton Rouge"	"03"	"010 B"	181	428	620.0	6					477	583
"LA"	2012	"East Baton Rouge"	"03"	"011"	267	87	362.0	6					157	295
"LA"	2012	"East Baton Rouge"	"03"	"012 A"	240	314	562.0	6					372	506
"LA"	2012	"East Baton Rouge"	"03"	"012 B"	199	331	541.0	6					384	480
"LA"	2012	"East Baton Rouge"	"03"	"013 A"	274	642	939.0	6					692	862
"LA"	2012	"East Baton Rouge"	"03"	"013 B"	239	557	809.0	6					603	753
"LA"	2012	"East Baton Rouge"	"03"	"014 A"	113	731	857.0	6					730	832
"LA"	2012	"East Baton Rouge"	"03"	"014 B"	91	618	717.0	6					617	681
"LA"	2012	"East Baton Rouge"	"03"	"015 A"	105	361	477.0	6					389	455
"LA"	2012	"East Baton Rouge"	"03"	"015 B"	83	340	428.0	6					351	408
"LA"	2012	"East Baton Rouge"	"03"	"016 A"	99	619	729.0	6					646	710
"LA"	2012	"East Baton Rouge"	"03"	"016 B"	106	656	778.0	6					698	762
"LA"	2012	"East Baton Rouge"	"03"	"017 A"	87	434	539.0	6					458	524
"LA"	2012	"East Baton Rouge"	"03"	"017 B"	81	377	473.0	6					398	455
"LA"	2012	"East Baton Rouge"	"03"	"018 A"	298	312	624.0	6					403	548
"LA"	2012	"East Baton Rouge"	"03"	"018 B"	290	279	581.0	6					360	495
"LA"	2012	"East Baton Rouge"	"03"	"019 A"	64	451	523.0	6					464	516
"LA"	2012	"East Baton Rouge"	"03"	"019 B"	58	546	614.0	6					558	595
"LA"	2012	"East Baton Rouge"	"03"	"020 A"	433	618	1074.0	6					709	940
"LA"	2012	"East Baton Rouge"	"03"	"020 B"	386	537	944.0	6					658	860
"LA"	2012	"East Baton Rouge"	"03"	"021 A"	349	379	736.0	6					474	655
"LA"	2012	"East Baton Rouge"	"03"	"021 B"	339	326	672.0	6					415	582
"LA"	2012	"East Baton Rouge"	"03"	"022"	84	550	636.0	6					546	620
"LA"	2012	"East Baton Rouge"	"03"	"023 A"	299	306	613.0	6					390	525
"LA"	2012	"East Baton Rouge"	"03"	"023 B"	252	254	516.0	6					338	452
"LA"	2012	"East Baton Rouge"	"03"	"024 A"	521	38	561.0	6					220	415
"LA"	2012	"East Baton Rouge"	"03"	"024 B"	502	46	549.0	6					216	408
"LA"	2012	"East Baton Rouge"	"03"	"025 A"	71	450	527.0	6					452	498
"LA"	2012	"East Baton Rouge"	"03"	"025 B"	57	427	491.0	6					433	474
"LA"	2012	"East Baton Rouge"	"03"	"026 A"	96	620	721.0	6					639	701
"LA"	2012	"East Baton Rouge"	"03"	"026 B"	77	613	706.0	6					622	686
"LA"	2012	"East Baton Rouge"	"03"	"027 A"	270	229	508.0	6					306	457
"LA"	2012	"East Baton Rouge"	"03"	"027 B"	249	223	483.0	6					292	432
"LA"	2012	"East Baton Rouge"	"03"	"028 A"	116	291	419.0	6					327	388
"LA"	2012	"East Baton Rouge"	"03"	"028 B"	115	300	430.0	6					327	392
"LA"	2012	"East Baton Rouge"	"03"	"029 A"	111	303	428.0	6					326	405
"LA"	2012	"East Baton Rouge"	"03"	"029 B"	79	327	413.0	6					336	398
"LA"	2012	"East Baton Rouge"	"03"	"030 A"	117	570	700.0	6					601	666
"LA"	2012	"East Baton Rouge"	"03"	"030 B"	91	532	627.0	6					551	616
"LA"	2012	"East Baton Rouge"	"03"	"031 A"	78	310	396.0	6					333	381
"LA"	2012	"East Baton Rouge"	"03"	"031 B"	79	246	336.0	6					261	316
"LA"	2012	"East Baton Rouge"	"03"	"032 A"	316	385	723.0	6					491	650
"LA"	2012	"East Baton Rouge"	"03"	"032 B"	298	391	702.0	6					486	644
"LA"	2012	"East Baton Rouge"	"03"	"033 A"	149	519	685.0	6					553	652
"LA"	2012	"East Baton Rouge"	"03"	"033 B"	156	516	685.0	6					560	651
"LA"	2012	"East Baton Rouge"	"03"	"034 A"	140	319	466.0	6					353	421
"LA"	2012	"East Baton Rouge"	"03"	"034 B"	117	312	436.0	6					346	405
"LA"	2012	"East Baton Rouge"	"03"	"035 A"	125	298	430.0	6					335	406
"LA"	2012	"East Baton Rouge"	"03"	"035 B"	127	315	448.0	6					336	421
"LA"	2012	"East Baton Rouge"	"03"	"036 A"	179	500	694.0	6					544	647
"LA"	2012	"East Baton Rouge"	"03"	"036 B"	150	523	683.0	6					547	652
"LA"	2012	"East Baton Rouge"	"03"	"037"	102	516	633.0	6					525	592
"LA"	2012	"East Baton Rouge"	"03"	"038 A"	87	457	549.0	6					487	528
"LA"	2012	"East Baton Rouge"	"03"	"038 B"	97	522	627.0	6					565	628
"LA"	2012	"East Baton Rouge"	"03"	"039"	272	48	322.0	6					125	244
"LA"	2012	"East Baton Rouge"	"03"	"040 A"	139	455	611.0	6					484	584
"LA"	2012	"East Baton Rouge"	"03"	"040 B"	127	436	574.0	6					471	547
"LA"	2012	"East Baton Rouge"	"03"	"041 A"	194	565	771.0	6					627	733
"LA"	2012	"East Baton Rouge"	"03"	"041 B"	144	500	664.0	6					541	638
"LA"	2012	"East Baton Rouge"	"03"	"042"	169	98	269.0	6					140	220
"LA"	2012	"East Baton Rouge"	"03"	"043 A"	58	365	429.0	6					372	417
"LA"	2012	"East Baton Rouge"	"03"	"043 B"	54	348	412.0	6					363	400
"LA"	2012	"East Baton Rouge"	"03"	"044 A"	411	138	560.0	6					248	433
"LA"	2012	"East Baton Rouge"	"03"	"044 B"	413	129	550.0	6					237	426
"LA"	2012	"East Baton Rouge"	"03"	"045 A"	159	609	789.0	6					642	742
"LA"	2012	"East Baton Rouge"	"03"	"045 B"	158	634	815.0	6					672	795
"LA"	2012	"East Baton Rouge"	"03"	"046"	78	749	840.0	6					757	823
"LA"	2012	"East Baton Rouge"	"03"	"047 A"	113	420	545.0	6					437	520
"LA"	2012	"East Baton Rouge"	"03"	"047 B"	81	476	570.0	6					476	548
"LA"	2012	"East Baton Rouge"	"03"	"048 A"	146	676	830.0	6					699	780
"LA"	2012	"East Baton Rouge"	"03"	"048 B"	134	589	731.0	6					603	686
"LA"	2012	"East Baton Rouge"	"03"	"049 A"	163	301	481.0	6					340	421
"LA"	2012	"East Baton Rouge"	"03"	"049 B"	151	328	489.0	6					349	463
"LA"	2012	"East Baton Rouge"	"03"	"049 C"	134	212	351.0	6					253	319
"LA"	2012	"East Baton Rouge"	"03"	"050 A"	255	608	890.0	6					664	828
"LA"	2012	"East Baton Rouge"	"03"	"050 B"	258	601	874.0	6					665	816
"LA"	2012	"East Baton Rouge"	"03"	"051"	119	243	371.0	6					278	346
"LA"	2012	"East Baton Rouge"	"03"	"052 A"	128	229	368.0	6					263	332
"LA"	2012	"East Baton Rouge"	"03"	"052 B"	143	234	395.0	6					255	370
"LA"	2012	"East Baton Rouge"	"03"	"053 A"	79	321	411.0	6					334	391
"LA"	2012	"East Baton Rouge"	"03"	"053 B"	79	290	374.0	6					302	350
"LA"	2012	"East Baton Rouge"	"03"	"054"	222	72	297.0	6					132	238
"LA"	2012	"East Baton Rouge"	"03"	"055 A"	279	14	293.0	6					94	209
"LA"	2012	"East Baton Rouge"	"03"	"055 B"	272	3	276.0	6					87	195
"LA"	2012	"East Baton Rouge"	"Early Voting"		17577	15961	34001.0		2279	2136	46	0	19334	30960
"LA"	2012	"East Baton Rouge"	"Provisional Votes"		194	56	255.0		23	41	0	0	71	201
"LA"	2012	"East Carroll"	"00"	"01"	292	489	788.0	5					578	707
"LA"	2012	"East Carroll"	"00"	"02"	22	160	182.0	5					142	149
"LA"	2012	"East Carroll"	"00"	"03"	34	15	49.0	5					16	20
"LA"	2012	"East Carroll"	"00"	"04"	4	20	24.0	5					13	16
"LA"	2012	"East Carroll"	"00"	"04A"	2	11	14.0	5					10	10
"LA"	2012	"East Carroll"	"00"	"05"	4	4	8.0	5					5	7
"LA"	2012	"East Carroll"	"00"	"05A"	7	8	15.0	5					12	15
"LA"	2012	"East Carroll"	"00"	"05B"	3	7	10.0	5					7	8
"LA"	2012	"East Carroll"	"00"	"06"	298	7	305.0	5					99	175
"LA"	2012	"East Carroll"	"00"	"07"	225	1	227.0	5					57	117
"LA"	2012	"East Carroll"	"00"	"08"	89	6	95.0	5					32	56
"LA"	2012	"East Carroll"	"00"	"09"	147	16	165.0	5					62	102
"LA"	2012	"East Carroll"	"00"	"10"	208	0	209.0	5					52	104
"LA"	2012	"East Carroll"	"00"	"11"	126	0	126.0	5					42	79
"LA"	2012	"East Carroll"	"00"	"12"	90	0	90.0	5					27	56
"LA"	2012	"East Carroll"	"00"	"13"	301	3	305.0	5					75	166
"LA"	2012	"East Carroll"	"00"	"13A"	91	6	97.0	5					21	60
"LA"	2012	"East Carroll"	"00"	"14"	107	1	109.0	5					33	66
"LA"	2012	"East Carroll"	"00"	"14A"	18	1	19.0	5					5	12
"LA"	2012	"East Carroll"	"00"	"15"	18	21	39.0	5					21	24
"LA"	2012	"East Carroll"	"00"	"16"	41	143	185.0	5					135	156
"LA"	2012	"East Carroll"	"00"	"17"	31	33	65.0	5					40	50
"LA"	2012	"East Carroll"	"00"	"18"	19	61	81.0	5					64	70
"LA"	2012	"East Carroll"	"00"	"19"	67	109	177.0	5					102	130
"LA"	2012	"East Carroll"	"Early Voting"		234	386	624.0		0	0	0	0	471	579
"LA"	2012	"East Carroll"	"Provisional Votes"		0	0	0.0		0	0	0	0	0	0
"LA"	2012	"East Feliciana"	"00"	"01"	66	450	527.0	6					450	494
"LA"	2012	"East Feliciana"	"00"	"02"	65	91	161.0	6					109	143
"LA"	2012	"East Feliciana"	"00"	"03"	98	75	173.0	5					72	125
"LA"	2012	"East Feliciana"	"00"	"04"	110	333	451.0	6					342	405
"LA"	2012	"East Feliciana"	"00"	"05"	308	172	486.0	6					251	386
"LA"	2012	"East Feliciana"	"00"	"06"	143	272	423.0	6					315	380
"LA"	2012	"East Feliciana"	"00"	"07A"	10	68	78.0	6					68	75
"LA"	2012	"East Feliciana"	"00"	"07B"	38	43	81.0	6					46	70
"LA"	2012	"East Feliciana"	"00"	"07C"	0	6	6.0	6					6	6
"LA"	2012	"East Feliciana"	"00"	"07D"	10	25	39.0	6					27	37
"LA"	2012	"East Feliciana"	"00"	"08"	66	146	221.0	5					130	186
"LA"	2012	"East Feliciana"	"00"	"09A"	134	154	292.0	5					131	225
"LA"	2012	"East Feliciana"	"00"	"09B"	11	66	78.0	5					40	65
"LA"	2012	"East Feliciana"	"00"	"10"	84	78	164.0	5					81	119
"LA"	2012	"East Feliciana"	"00"	"11A"	286	156	448.0	5					177	315
"LA"	2012	"East Feliciana"	"00"	"11B"	68	19	87.0	5					19	60
"LA"	2012	"East Feliciana"	"00"	"12A"	204	62	268.0	5					91	190
"LA"	2012	"East Feliciana"	"00"	"12B"	3	6	9.0	5					7	8
"LA"	2012	"East Feliciana"	"00"	"12C"	12	33	45.0	5					32	36
"LA"	2012	"East Feliciana"	"00"	"13"	265	56	324.0	5					82	214
"LA"	2012	"East Feliciana"	"00"	"14"	57	64	123.0	5					66	95
"LA"	2012	"East Feliciana"	"00"	"15"	76	161	240.0	5					148	200
"LA"	2012	"East Feliciana"	"00"	"16"	408	220	630.0	5					241	464
"LA"	2012	"East Feliciana"	"00"	"17A"	319	429	763.0	6					494	624
"LA"	2012	"East Feliciana"	"00"	"17B"	19	4	23.0	6					5	10
"LA"	2012	"East Feliciana"	"00"	"18"	13	101	115.0	5					93	102
"LA"	2012	"East Feliciana"	"00"	"19A"	161	403	575.0	6					437	512
"LA"	2012	"East Feliciana"	"00"	"19B"	100	114	217.0	6					129	171
"LA"	2012	"East Feliciana"	"00"	"20"	308	92	404.0	5					113	257
"LA"	2012	"East Feliciana"	"00"	"21"	167	141	315.0	5					139	241
"LA"	2012	"East Feliciana"	"00"	"22"	61	32	96.0	5					34	71
"LA"	2012	"East Feliciana"	"Early Voting"		978	1325	2347.0		0	0	0	0	1423	1967
"LA"	2012	"East Feliciana"	"Provisional Votes"		0	0	0.0		0	0	0	0	0	0
"LA"	2012	"Evangeline"	"01"	"1010"	218	68	288.0	4					73	140
"LA"	2012	"Evangeline"	"01"	"1011"	26	34	61.0	4					29	36
"LA"	2012	"Evangeline"	"01"	"1020"	30	121	154.0	4					105	116
