state	year	county	precinct	g2012_BALL_tv	g2012_REG_tv	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"IL"	2012	"Chicago"	"Ward 35 Precinct 14"	344	665	296	36	338	4	278	40	318								
"IL"	2012	"Chicago"	"Ward 35 Precinct 15"	477	728	408	43	471	4	397	51	448								
"IL"	2012	"Chicago"	"Ward 35 Precinct 16"	321	645	274	28	311	4	255	37	292								
"IL"	2012	"Chicago"	"Ward 35 Precinct 17"	472	669	409	33	462	4	368	50	418								
"IL"	2012	"Chicago"	"Ward 35 Precinct 18"	361	638	316	32	352	4	294	37	331								
"IL"	2012	"Chicago"	"Ward 35 Precinct 19"	343	653	313	25	338	4	273	42	315								
"IL"	2012	"Chicago"	"Ward 35 Precinct 2"	488	652	405	64	486	4	389	76	465								
"IL"	2012	"Chicago"	"Ward 35 Precinct 20"	477	662	425	38	472	4	403	41	444								
"IL"	2012	"Chicago"	"Ward 35 Precinct 21"	391	696	318	44	366	4	309	50	359								
"IL"	2012	"Chicago"	"Ward 35 Precinct 22"	511	725	432	53	504	4	413	56	469								
"IL"	2012	"Chicago"	"Ward 35 Precinct 23"	484	681	407	62	482	4	386	68	454								
"IL"	2012	"Chicago"	"Ward 35 Precinct 24"	385	627	328	47	379	4	312	52	364								
"IL"	2012	"Chicago"	"Ward 35 Precinct 25"	555	694	461	53	538	4	443	68	511								
"IL"	2012	"Chicago"	"Ward 35 Precinct 26"	409	665	330	66	407	4	321	65	386								
"IL"	2012	"Chicago"	"Ward 35 Precinct 27"	418	623	350	53	415	4	325	64	389								
"IL"	2012	"Chicago"	"Ward 35 Precinct 28"	471	703	412	36	465	4	397	52	449								
"IL"	2012	"Chicago"	"Ward 35 Precinct 29"	412	717	339	57	409	4	348	42	390								
"IL"	2012	"Chicago"	"Ward 35 Precinct 3"	424	673	375	29	415	4	359	37	396								
"IL"	2012	"Chicago"	"Ward 35 Precinct 30"	457	697	376	58	444	4	377	53	430								
"IL"	2012	"Chicago"	"Ward 35 Precinct 31"	503	704	407	77	498	4	392	77	469								
"IL"	2012	"Chicago"	"Ward 35 Precinct 4"	460	659	343	92	453	4	341	91	432								
"IL"	2012	"Chicago"	"Ward 35 Precinct 5"	450	651	379	42	442	4	356	56	412								
"IL"	2012	"Chicago"	"Ward 35 Precinct 6"	367	624	301	54	361	4	296	49	345								
"IL"	2012	"Chicago"	"Ward 35 Precinct 7"	449	679	374	38	444	4	391	35	426								
"IL"	2012	"Chicago"	"Ward 35 Precinct 8"	473	667	410	40	461	4	382	56	438								
"IL"	2012	"Chicago"	"Ward 35 Precinct 9"	454	680	373	66	448	4	340	57	397								
"IL"	2012	"Chicago"	"Ward 36 Precinct 1"	433	662	330	88	421	4	324	76	400								
"IL"	2012	"Chicago"	"Ward 36 Precinct 10"	473	732	368	94	468	4	347	93	440								
"IL"	2012	"Chicago"	"Ward 36 Precinct 11"	264	596	227	29	257	4	226	27	253								
"IL"	2012	"Chicago"	"Ward 36 Precinct 12"	281	609	261	9	275	4	238	16	254								
"IL"	2012	"Chicago"	"Ward 36 Precinct 13"	403	563	353	38	395	4	331	33	364								
"IL"	2012	"Chicago"	"Ward 36 Precinct 14"	440	702	308	117	438	5	293	85	378								
"IL"	2012	"Chicago"	"Ward 36 Precinct 15"	447	701	314	114	436	5	311	86	397								
"IL"	2012	"Chicago"	"Ward 36 Precinct 16"	416	689				5	212	49	261	4	89	24	113				
"IL"	2012	"Chicago"	"Ward 36 Precinct 17"	472	717	360	97	466	5	341	78	419								
"IL"	2012	"Chicago"	"Ward 36 Precinct 18"	429	673	293	123	421	5	279	94	373								
"IL"	2012	"Chicago"	"Ward 36 Precinct 19"	429	677	324	89	415	4	321	77	398								
"IL"	2012	"Chicago"	"Ward 36 Precinct 2"	381	614	321	44	370	4	322	43	365								
"IL"	2012	"Chicago"	"Ward 36 Precinct 20"	419	692	313	88	408	4	165	34	199	5	141	33	174				
"IL"	2012	"Chicago"	"Ward 36 Precinct 21"	357	639	308	40	350	4	212	36	248	7	79	11	90				
"IL"	2012	"Chicago"	"Ward 36 Precinct 22"	346	631	310	26	337	4	297	27	324								
"IL"	2012	"Chicago"	"Ward 36 Precinct 23"	352	628	297	37	344	4	276	47	323								
"IL"	2012	"Chicago"	"Ward 36 Precinct 24"	442	688				5	256	86	342	4	38	8	46				
"IL"	2012	"Chicago"	"Ward 36 Precinct 25"	345	666	296	35	332	4	289	30	319								
"IL"	2012	"Chicago"	"Ward 36 Precinct 26"	429	659	286	127	420	5	253	114	367								
"IL"	2012	"Chicago"	"Ward 36 Precinct 27"	395	616	298	84	388	4	267	49	316								
"IL"	2012	"Chicago"	"Ward 36 Precinct 28"	354	624	221	122	350	5	219	78	297								
"IL"	2012	"Chicago"	"Ward 36 Precinct 29"	514	758	329	166	507	4	167	62	229	5	165	61	226				
"IL"	2012	"Chicago"	"Ward 36 Precinct 3"	391	539	308	69	384	4	304	62	366								
"IL"	2012	"Chicago"	"Ward 36 Precinct 30"	452	701	339	96	444	5	322	74	396								
"IL"	2012	"Chicago"	"Ward 36 Precinct 4"	429	716	383	38	421	4	361	39	400								
"IL"	2012	"Chicago"	"Ward 36 Precinct 5"	452	688	394	44	441	7	344	35	379								
"IL"	2012	"Chicago"	"Ward 36 Precinct 6"	393	633	333	48	386	4	309	39	348								
"IL"	2012	"Chicago"	"Ward 36 Precinct 7"	493	689	298	181	485	5	306	134	440								
"IL"	2012	"Chicago"	"Ward 36 Precinct 8"	329	593	295	23	321	4	284	27	311								
"IL"	2012	"Chicago"	"Ward 36 Precinct 9"	386	677	345	35	383	4	328	39	367								
"IL"	2012	"Chicago"	"Ward 37 Precinct 1"	562	713	537	11	549	7	398	8	406								
"IL"	2012	"Chicago"	"Ward 37 Precinct 10"	549	756	523	19	542	7	502	16	518								
"IL"	2012	"Chicago"	"Ward 37 Precinct 11"	470	668	458	3	462	7	423	3	426								
"IL"	2012	"Chicago"	"Ward 37 Precinct 12"	451	689	434	8	445	7	394	10	404								
"IL"	2012	"Chicago"	"Ward 37 Precinct 13"	462	646	456	3	460	7	411	3	414								
"IL"	2012	"Chicago"	"Ward 37 Precinct 14"	560	754	540	9	552	7	514	9	523								
"IL"	2012	"Chicago"	"Ward 37 Precinct 15"	624	780	615	3	618	7	566	5	571								
"IL"	2012	"Chicago"	"Ward 37 Precinct 16"	558	784	540	10	552	7	508	12	520								
"IL"	2012	"Chicago"	"Ward 37 Precinct 17"	527	700	522	1	524	7	490	1	491								
"IL"	2012	"Chicago"	"Ward 37 Precinct 18"	547	764	528	7	538	7	507	3	510								
"IL"	2012	"Chicago"	"Ward 37 Precinct 19"	486	702	471	6	478	7	434	2	436								
"IL"	2012	"Chicago"	"Ward 37 Precinct 2"	439	624	419	12	435	7	373	13	386								
"IL"	2012	"Chicago"	"Ward 37 Precinct 20"	541	701	529	2	533	7	495	7	502								
"IL"	2012	"Chicago"	"Ward 37 Precinct 21"	460	661	430	14	445	7	403	12	415								
"IL"	2012	"Chicago"	"Ward 37 Precinct 22"	505	772	488	10	500	7	456	12	468								
"IL"	2012	"Chicago"	"Ward 37 Precinct 23"	562	744	552	4	556	7	523	1	524								
"IL"	2012	"Chicago"	"Ward 37 Precinct 24"	568	745	559	3	565	7	526	9	535								
"IL"	2012	"Chicago"	"Ward 37 Precinct 25"	555	769	540	2	545	7	517	6	523								
"IL"	2012	"Chicago"	"Ward 37 Precinct 26"	630	756				7	571	9	580	4	3	0	3				
"IL"	2012	"Chicago"	"Ward 37 Precinct 27"	571	754	558	5	563	7	534	6	540								
"IL"	2012	"Chicago"	"Ward 37 Precinct 28"	444	642	426	7	434	7	390	7	397								
"IL"	2012	"Chicago"	"Ward 37 Precinct 29"	576	765	560	7	570	7	542	3	545								
"IL"	2012	"Chicago"	"Ward 37 Precinct 3"	496	678	480	4	485	7	441	5	446								
"IL"	2012	"Chicago"	"Ward 37 Precinct 30"	588	764	591	2	593	7	569	1	570								
"IL"	2012	"Chicago"	"Ward 37 Precinct 31"	554	795	566	8	574	7	547	6	553								
"IL"	2012	"Chicago"	"Ward 37 Precinct 32"	554	737	540	5	546	7	515	5	520								
"IL"	2012	"Chicago"	"Ward 37 Precinct 33"	546	760	544	1	546	7	513	3	516								
"IL"	2012	"Chicago"	"Ward 37 Precinct 34"	519	758	537	3	541	7	472	3	475								
"IL"	2012	"Chicago"	"Ward 37 Precinct 35"	589	747	513	1	515	7	480	2	482								
"IL"	2012	"Chicago"	"Ward 37 Precinct 36"	555	782	581	1	582	7	540	2	542								
"IL"	2012	"Chicago"	"Ward 37 Precinct 37"	539	735	539	3	543	7	518	5	523								
"IL"	2012	"Chicago"	"Ward 37 Precinct 38"	591	734	527	4	531	7	497	4	501								
"IL"	2012	"Chicago"	"Ward 37 Precinct 39"	597	792	585	1	586	7	535	4	539								
"IL"	2012	"Chicago"	"Ward 37 Precinct 4"	492	680	482	8	490	7	454	7	461								
"IL"	2012	"Chicago"	"Ward 37 Precinct 40"	545	734	585	1	589	7	567	3	570								
"IL"	2012	"Chicago"	"Ward 37 Precinct 41"	422	751	534	6	541	7	502	4	506								
"IL"	2012	"Chicago"	"Ward 37 Precinct 5"	613	752	594	6	601	7	564	5	569								
"IL"	2012	"Chicago"	"Ward 37 Precinct 6"	588	802	575	5	580	7	550	4	554								
"IL"	2012	"Chicago"	"Ward 37 Precinct 7"	410	660	397	8	406	7	356	9	365								
"IL"	2012	"Chicago"	"Ward 37 Precinct 8"	468	689	451	7	458	7	406	10	416								
"IL"	2012	"Chicago"	"Ward 37 Precinct 9"	612	814	596	6	604	7	558	7	565								
"IL"	2012	"Chicago"	"Ward 38 Precinct 1"	422	619	294	111	419	4	291	105	396								
"IL"	2012	"Chicago"	"Ward 38 Precinct 10"	416	621	286	119	412	5	260	97	357								
"IL"	2012	"Chicago"	"Ward 38 Precinct 11"	430	618	301	115	423	5	287	89	376								
"IL"	2012	"Chicago"	"Ward 38 Precinct 12"	476	723	238	233	475	5	263	166	429								
"IL"	2012	"Chicago"	"Ward 38 Precinct 13"	511	757	283	214	503	5	279	166	445								
"IL"	2012	"Chicago"	"Ward 38 Precinct 14"	500	740	326	159	490	5	316	108	424								
"IL"	2012	"Chicago"	"Ward 38 Precinct 15"	439	635	293	131	430	5	280	103	383								
"IL"	2012	"Chicago"	"Ward 38 Precinct 16"	476	669	303	152	468	5	297	113	410								
"IL"	2012	"Chicago"	"Ward 38 Precinct 17"	562	796	320	220	552	5	322	168	490								
"IL"	2012	"Chicago"	"Ward 38 Precinct 18"	510	717	307	185	502	5	309	139	448								
"IL"	2012	"Chicago"	"Ward 38 Precinct 19"	527	786	314	187	511	5	325	128	453								
"IL"	2012	"Chicago"	"Ward 38 Precinct 2"	512	694	211	290	506	5	259	202	461								
"IL"	2012	"Chicago"	"Ward 38 Precinct 20"	491	753	272	201	483	5	285	143	428								
"IL"	2012	"Chicago"	"Ward 38 Precinct 21"	404	676	276	118	403	5	271	84	355								
"IL"	2012	"Chicago"	"Ward 38 Precinct 22"	450	654	298	129	443	5	306	96	402								
"IL"	2012	"Chicago"	"Ward 38 Precinct 23"	473	702	332	124	465	5	337	87	424								
"IL"	2012	"Chicago"	"Ward 38 Precinct 24"	514	729	307	191	505	5	313	134	447								
"IL"	2012	"Chicago"	"Ward 38 Precinct 25"	405	604	261	126	400	5	256	85	341								
"IL"	2012	"Chicago"	"Ward 38 Precinct 26"	482	758	321	148	474	5	312	114	426								
"IL"	2012	"Chicago"	"Ward 38 Precinct 27"	487	722	297	170	472	5	298	132	430								
"IL"	2012	"Chicago"	"Ward 38 Precinct 28"	588	778	332	243	581	5	350	179	529								
"IL"	2012	"Chicago"	"Ward 38 Precinct 29"	457	705	304	137	449	5	307	100	407								
"IL"	2012	"Chicago"	"Ward 38 Precinct 3"	455	715	302	130	441	5	272	113	385								
"IL"	2012	"Chicago"	"Ward 38 Precinct 30"	485	765	279	186	470	5	286	136	422								
"IL"	2012	"Chicago"	"Ward 38 Precinct 31"	474	644	312	156	471	5	320	104	424								
"IL"	2012	"Chicago"	"Ward 38 Precinct 32"	479	680	336	122	471	5	312	92	404								
"IL"	2012	"Chicago"	"Ward 38 Precinct 33"	415	665	293	110	409	5	281	86	367								
"IL"	2012	"Chicago"	"Ward 38 Precinct 34"	418	661	309	96	416	5	287	71	358								
"IL"	2012	"Chicago"	"Ward 38 Precinct 35"	482	692	339	129	475	4	186	66	252	5	133	43	176				
"IL"	2012	"Chicago"	"Ward 38 Precinct 36"	411	678	285	118	408	5	285	85	370								
"IL"	2012	"Chicago"	"Ward 38 Precinct 37"	457	679	314	124	449	5	301	94	395								
"IL"	2012	"Chicago"	"Ward 38 Precinct 38"	425	649	265	147	419	5	258	109	367								
"IL"	2012	"Chicago"	"Ward 38 Precinct 39"	504	734	343	149	500	5	363	94	457								
"IL"	2012	"Chicago"	"Ward 38 Precinct 4"	424	646	250	158	416	5	264	112	376								
"IL"	2012	"Chicago"	"Ward 38 Precinct 40"	436	658	286	138	432	5	275	100	375								
"IL"	2012	"Chicago"	"Ward 38 Precinct 41"	459	606	323	123	454	4	320	109	429								
"IL"	2012	"Chicago"	"Ward 38 Precinct 5"	485	733	294	176	481	5	293	121	414								
"IL"	2012	"Chicago"	"Ward 38 Precinct 6"	473	730	300	155	467	5	305	115	420								
"IL"	2012	"Chicago"	"Ward 38 Precinct 7"	512	752	287	208	499	5	298	150	448								
"IL"	2012	"Chicago"	"Ward 38 Precinct 8"	449	687	283	155	444	5	292	114	406								
"IL"	2012	"Chicago"	"Ward 38 Precinct 9"	522	760	302	196	515	5	313	158	471								
"IL"	2012	"Chicago"	"Ward 39 Precinct 1"	494	642	363	112	492	5	334	97	431								
"IL"	2012	"Chicago"	"Ward 39 Precinct 10"	208	283	178	24	205	5	159	24	183								
"IL"	2012	"Chicago"	"Ward 39 Precinct 11"	448	645	325	109	443	5	325	87	412								
"IL"	2012	"Chicago"	"Ward 39 Precinct 12"	538	690	299	223	533	5	303	174	477								
"IL"	2012	"Chicago"	"Ward 39 Precinct 13"	435	688	301	125	430	5	277	85	362								
"IL"	2012	"Chicago"	"Ward 39 Precinct 14"	457	630	305	128	447	5	289	112	401								
"IL"	2012	"Chicago"	"Ward 39 Precinct 15"	715	918	352	355	709	5	378	283	661								
"IL"	2012	"Chicago"	"Ward 39 Precinct 16"	407	645	319	74	404	5	287	59	346								
"IL"	2012	"Chicago"	"Ward 39 Precinct 17"	587	716	324	246	582	5	341	184	525								
"IL"	2012	"Chicago"	"Ward 39 Precinct 18"	475	698	343	117	468	5	343	79	422								
"IL"	2012	"Chicago"	"Ward 39 Precinct 19"	490	673	344	117	479	5	324	1101	1425								
"IL"	2012	"Chicago"	"Ward 39 Precinct 2"	503	648	286	206	500	5	298	172	470								
"IL"	2012	"Chicago"	"Ward 39 Precinct 20"	483	593	259	210	476	5	274	165	439								
"IL"	2012	"Chicago"	"Ward 39 Precinct 21"	435	638	242	178	428	5	256	137	393								
"IL"	2012	"Chicago"	"Ward 39 Precinct 22"	388	607	279	89	374	5	248	77	325								
"IL"	2012	"Chicago"	"Ward 39 Precinct 23"	510	694	311	178	502	5	309	139	448								
"IL"	2012	"Chicago"	"Ward 39 Precinct 24"	490	663	349	127	486	5	332	101	433								
"IL"	2012	"Chicago"	"Ward 39 Precinct 25"	385	632				5	255	58	313	4	7	0	7				
"IL"	2012	"Chicago"	"Ward 39 Precinct 26"	401	594	225	162	394	5	237	122	359								
"IL"	2012	"Chicago"	"Ward 39 Precinct 27"	82	105	52	28	81	5	56	22	78								
"IL"	2012	"Chicago"	"Ward 39 Precinct 28"	543	709	429	88	535	4	219	44	263	5	175	44	219				
"IL"	2012	"Chicago"	"Ward 39 Precinct 29"	263	419	214	35	254	5	173	28	201								
"IL"	2012	"Chicago"	"Ward 39 Precinct 3"	368	437	188	176	366	5	204	132	336								
"IL"	2012	"Chicago"	"Ward 39 Precinct 30"	520	729	432	68	516	5	385	63	448								
"IL"	2012	"Chicago"	"Ward 39 Precinct 31"	423	656	328	87	420	4	329	64	393								
"IL"	2012	"Chicago"	"Ward 39 Precinct 32"	456	651	225	190	421	5	247	155	402								
"IL"	2012	"Chicago"	"Ward 39 Precinct 33"	661	890	463	173	654	5	432	120	552								
"IL"	2012	"Chicago"	"Ward 39 Precinct 34"	525	720	394	108	514	5	375	84	459								
"IL"	2012	"Chicago"	"Ward 39 Precinct 35"	461	658	351	96	456	5	323	77	400								
"IL"	2012	"Chicago"	"Ward 39 Precinct 36"	483	755	301	162	467	5	310	110	420								
"IL"	2012	"Chicago"	"Ward 39 Precinct 37"	496	597	300	183	496	5	298	145	443								
"IL"	2012	"Chicago"	"Ward 39 Precinct 38"	265	311	186	74	261	5	187	60	247								
"IL"	2012	"Chicago"	"Ward 39 Precinct 39"	521	657	355	160	517	5	317	121	438								
"IL"	2012	"Chicago"	"Ward 39 Precinct 4"	468	613	262	195	462	5	271	149	420								
"IL"	2012	"Chicago"	"Ward 39 Precinct 40"	523	712	310	192	518	5	315	154	469								
"IL"	2012	"Chicago"	"Ward 39 Precinct 41"	595	811	345	240	594	5	340	187	527								
"IL"	2012	"Chicago"	"Ward 39 Precinct 42"	413	523	209	199	409	5	220	162	382								
"IL"	2012	"Chicago"	"Ward 39 Precinct 43"	173	260	120	45	168	5	126	25	151								
"IL"	2012	"Chicago"	"Ward 39 Precinct 44"	594	884				5	297	59	356	4	125	21	146				
"IL"	2012	"Chicago"	"Ward 39 Precinct 45"	304	397	204	95	304	5	187	86	273								
"IL"	2012	"Chicago"	"Ward 39 Precinct 5"	509	695	342	152	503	5	349	112	461								
"IL"	2012	"Chicago"	"Ward 39 Precinct 6"	462	703				5	323	76	399	4	2	0	2				
"IL"	2012	"Chicago"	"Ward 39 Precinct 7"	427	592	316	90	416	5	294	79	373								
"IL"	2012	"Chicago"	"Ward 39 Precinct 8"	436	676	329	97	433	5	319	66	385								
"IL"	2012	"Chicago"	"Ward 39 Precinct 9"	467	699	340	103	453	5	304	83	387								
"IL"	2012	"Chicago"	"Ward 4 Precinct 1"	774	842	688	57	768	1	411	47	458								
"IL"	2012	"Chicago"	"Ward 4 Precinct 10"	701	775	676	9	692	7	641	9	650								
"IL"	2012	"Chicago"	"Ward 4 Precinct 11"	708	831				7	407	7	414	1	237	8	245				
"IL"	2012	"Chicago"	"Ward 4 Precinct 12"	690	792	685	1	689	1	655	13	668								
"IL"	2012	"Chicago"	"Ward 4 Precinct 13"	517	590	416	81	511	7	373	78	451								
"IL"	2012	"Chicago"	"Ward 4 Precinct 14"	658	771	641	6	652	1	492	13	505	7	116	2	118				
"IL"	2012	"Chicago"	"Ward 4 Precinct 15"	689	745	666	13	681	1	482	6	488	7	152	9	161				
"IL"	2012	"Chicago"	"Ward 4 Precinct 16"	655	748	502	135	652	7	447	121	568								
"IL"	2012	"Chicago"	"Ward 4 Precinct 17"	716	741	592	97	714	7	493	96	589								
"IL"	2012	"Chicago"	"Ward 4 Precinct 18"	608	711	590	3	594	1	559	11	570								
"IL"	2012	"Chicago"	"Ward 4 Precinct 19"	748	831	740	3	743	1	705	11	716								
"IL"	2012	"Chicago"	"Ward 4 Precinct 2"	682	771	509	152	678	7	456	141	597								
"IL"	2012	"Chicago"	"Ward 4 Precinct 20"	577	693	473	76	571	7	416	72	488								
"IL"	2012	"Chicago"	"Ward 4 Precinct 21"	782	806	648	101	777	7	567	96	663								
"IL"	2012	"Chicago"	"Ward 4 Precinct 22"	635	768	597	30	631	1	499	52	551	7	42	0	42				
"IL"	2012	"Chicago"	"Ward 4 Precinct 23"	799	865	732	48	795	1	670	81	751								
"IL"	2012	"Chicago"	"Ward 4 Precinct 24"	635	772	597	33	632	1	558	44	602								
"IL"	2012	"Chicago"	"Ward 4 Precinct 25"	620	694	460	147	619	7	398	131	529								
"IL"	2012	"Chicago"	"Ward 4 Precinct 26"	646	735	623	9	633	1	600	16	616								
"IL"	2012	"Chicago"	"Ward 4 Precinct 27"	660	764	618	22	652	1	577	50	627								
"IL"	2012	"Chicago"	"Ward 4 Precinct 28"	737	757				7	442	17	459	1	241	2	243				
"IL"	2012	"Chicago"	"Ward 4 Precinct 29"	593	651	585	2	588	1	326	4	330	7	225	1	226				
"IL"	2012	"Chicago"	"Ward 4 Precinct 3"	583	713	576	2	579	1	552	10	562								
"IL"	2012	"Chicago"	"Ward 4 Precinct 30"	817	919	807	3	811	1	558	10	568	7	197	1	198				
"IL"	2012	"Chicago"	"Ward 4 Precinct 31"	603	652	571	23	597	1	549	29	578								
"IL"	2012	"Chicago"	"Ward 4 Precinct 32"	645	734	628	10	639	1	606	23	629								
"IL"	2012	"Chicago"	"Ward 4 Precinct 33"	703	791	674	24	699	1	652	27	679								
"IL"	2012	"Chicago"	"Ward 4 Precinct 34"	665	671	640	7	656	7	593	16	609								
"IL"	2012	"Chicago"	"Ward 4 Precinct 35"	816	916	792	20	813	7	762	16	778								
"IL"	2012	"Chicago"	"Ward 4 Precinct 36"	722	840				7	390	3	393	1	285	12	297				
"IL"	2012	"Chicago"	"Ward 4 Precinct 37"	609	727	474	119	608	7	418	110	528								
"IL"	2012	"Chicago"	"Ward 4 Precinct 38"	703	788	693	6	701	1	662	19	681								
"IL"	2012	"Chicago"	"Ward 4 Precinct 4"	705	782				7	530	3	533	1	118	4	122				
"IL"	2012	"Chicago"	"Ward 4 Precinct 5"	585	656	564	11	578	7	548	11	559								
"IL"	2012	"Chicago"	"Ward 4 Precinct 6"	748	812	695	32	729	7	653	26	679								
"IL"	2012	"Chicago"	"Ward 4 Precinct 7"	648	760	625	12	638	7	590	11	601								
"IL"	2012	"Chicago"	"Ward 4 Precinct 8"	710	765	691	3	697	1	490	13	503	7	173	1	174				
"IL"	2012	"Chicago"	"Ward 4 Precinct 9"	693	734	674	8	684	1	653	12	665								
"IL"	2012	"Chicago"	"Ward 40 Precinct 1"	429	696	333	85	426	5	299	71	370								
"IL"	2012	"Chicago"	"Ward 40 Precinct 10"	536	780				9	295	62	357	5	114	28	142				
"IL"	2012	"Chicago"	"Ward 40 Precinct 11"	633	745	520	89	630	5	494	72	566								
"IL"	2012	"Chicago"	"Ward 40 Precinct 12"	384	495	297	74	383	5	264	77	341								
"IL"	2012	"Chicago"	"Ward 40 Precinct 13"	709	791	605	79	705	5	558	63	621								
"IL"	2012	"Chicago"	"Ward 40 Precinct 14"	476	718	364	88	464	5	319	67	386								
"IL"	2012	"Chicago"	"Ward 40 Precinct 15"	450	701	347	90	445	5	343	64	407								
"IL"	2012	"Chicago"	"Ward 40 Precinct 16"	657	755	556	67	649	5	490	71	561								
"IL"	2012	"Chicago"	"Ward 40 Precinct 17"	427	630	335	74	418	5	319	51	370								
"IL"	2012	"Chicago"	"Ward 40 Precinct 18"	481	712	408	56	476	9	383	57	440								
"IL"	2012	"Chicago"	"Ward 40 Precinct 19"	604	864	478	111	600	5	431	100	531								
"IL"	2012	"Chicago"	"Ward 40 Precinct 2"	459	694	352	86	454	5	325	75	400								
"IL"	2012	"Chicago"	"Ward 40 Precinct 20"	534	777	429	87	524	5	372	69	441								
"IL"	2012	"Chicago"	"Ward 40 Precinct 21"	586	733	478	74	580	5	443	73	516								
"IL"	2012	"Chicago"	"Ward 40 Precinct 22"	504	642	414	70	498	9	408	70	478								
"IL"	2012	"Chicago"	"Ward 40 Precinct 23"	591	780	498	68	578	5	449	62	511								
"IL"	2012	"Chicago"	"Ward 40 Precinct 24"	422	700	314	99	418	5	292	73	365								
"IL"	2012	"Chicago"	"Ward 40 Precinct 25"	590	707	516	56	589	5	405	38	443	9	77	11	88				
"IL"	2012	"Chicago"	"Ward 40 Precinct 26"	549	671	436	85	542	9	444	74	518								
"IL"	2012	"Chicago"	"Ward 40 Precinct 27"	677	883	559	100	674	9	542	89	631								
"IL"	2012	"Chicago"	"Ward 40 Precinct 28"	543	691	480	38	536	9	485	44	529								
"IL"	2012	"Chicago"	"Ward 40 Precinct 29"	486	673	343	132	481	5	349	84	433								
"IL"	2012	"Chicago"	"Ward 40 Precinct 3"	604	759	498	82	600	5	466	67	533								
"IL"	2012	"Chicago"	"Ward 40 Precinct 30"	493	626	337	145	487	5	338	111	449								
"IL"	2012	"Chicago"	"Ward 40 Precinct 31"	566	698				9	409	63	472	5	57	9	66				
"IL"	2012	"Chicago"	"Ward 40 Precinct 32"	599	737	489	83	587	5	439	79	518								
"IL"	2012	"Chicago"	"Ward 40 Precinct 33"	529	599	466	50	526	9	457	57	514								
"IL"	2012	"Chicago"	"Ward 40 Precinct 34"	437	658	345	80	431	5	314	58	372								
"IL"	2012	"Chicago"	"Ward 40 Precinct 35"	443	736	328	100	434	9	310	73	383								
"IL"	2012	"Chicago"	"Ward 40 Precinct 36"	475	588	387	71	467	9	385	60	445								
"IL"	2012	"Chicago"	"Ward 40 Precinct 37"	542	736	458	67	537	9	433	65	498								
"IL"	2012	"Chicago"	"Ward 40 Precinct 38"	616	720	472	117	601	5	440	99	539								
"IL"	2012	"Chicago"	"Ward 40 Precinct 39"	145	273	112	23	143	9	109	25	134								
"IL"	2012	"Chicago"	"Ward 40 Precinct 4"	299	468	242	46	291	9	228	45	273								
"IL"	2012	"Chicago"	"Ward 40 Precinct 5"	539	711	433	91	531	5	392	74	466								
"IL"	2012	"Chicago"	"Ward 40 Precinct 6"	536	686	451	57	523	5	402	51	453								
"IL"	2012	"Chicago"	"Ward 40 Precinct 7"	430	549	348	54	420	5	314	54	368								
"IL"	2012	"Chicago"	"Ward 40 Precinct 8"	647	784	567	53	643	5	508	57	565								
"IL"	2012	"Chicago"	"Ward 40 Precinct 9"	454	687	375	67	446	9	358	65	423								
"IL"	2012	"Chicago"	"Ward 41 Precinct 1"	499	642	263	228	496	9	272	196	468								
"IL"	2012	"Chicago"	"Ward 41 Precinct 10"	570	695	290	267	565	9	306	231	537								
"IL"	2012	"Chicago"	"Ward 41 Precinct 11"	540	730	291	234	536	9	293	217	510								
"IL"	2012	"Chicago"	"Ward 41 Precinct 12"	484	747	285	187	475	5	292	138	430								
"IL"	2012	"Chicago"	"Ward 41 Precinct 13"	488	641	231	237	482	9	251	210	461								
"IL"	2012	"Chicago"	"Ward 41 Precinct 14"	598	720	305	272	592	5	330	224	554								
"IL"	2012	"Chicago"	"Ward 41 Precinct 15"	537	697	276	240	535	9	262	238	500								
"IL"	2012	"Chicago"	"Ward 41 Precinct 16"	561	791	344	219	579	5	320	157	477	9	12	7	19				
"IL"	2012	"Chicago"	"Ward 41 Precinct 17"	559	736	282	259	554	5	244	164	408	9	52	33	85				
"IL"	2012	"Chicago"	"Ward 41 Precinct 18"	496	644	264	220	490	9	265	195	460								
"IL"	2012	"Chicago"	"Ward 41 Precinct 19"	619	736	317	287	615	5	340	229	569								
"IL"	2012	"Chicago"	"Ward 41 Precinct 2"	526	689	247	265	523	9	272	214	486								
"IL"	2012	"Chicago"	"Ward 41 Precinct 20"	445	651	240	191	441	9	227	162	389								
"IL"	2012	"Chicago"	"Ward 41 Precinct 21"	519	708	304	203	515	5	319	152	471								
"IL"	2012	"Chicago"	"Ward 41 Precinct 22"	550	739	272	266	543	5	305	201	506								
"IL"	2012	"Chicago"	"Ward 41 Precinct 23"	506	780				9	175	71	246	5	124	77	201				
"IL"	2012	"Chicago"	"Ward 41 Precinct 24"	492	735	229	243	483	5	251	190	441								
"IL"	2012	"Chicago"	"Ward 41 Precinct 25"	416	712	266	140	411	9	271	104	375								
"IL"	2012	"Chicago"	"Ward 41 Precinct 26"	511	663	267	231	508	5	274	180	454								
