state	year	county	precinct	vtd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 3"	"000150"	110	156	276	2	84	173	275
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 4"	"000160"	185	246	448	2	137	280	442
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 5"	"000170"	205	361	583	2	151	394	575
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 6"	"000180"	142	226	376	2	114	236	365
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 7"	"000190"	339	518	888	2	261	569	872
"KS"	2012	"FRANKLIN"	"Ottawa Precinct 8"	"00020A"	446	672	1132	2	324	745	1107
"KS"	2012	"FRANKLIN"	"Ottawa Township"	"00012A"	123	287	419	2	97	312	418
"KS"	2012	"FRANKLIN"	"Peoria Township"	"000210"	99	257	373	2	75	271	367
"KS"	2012	"FRANKLIN"	"Pomona Township"	"000220"	141	276	431	2	105	298	426
"KS"	2012	"FRANKLIN"	"Pottawatomie Township"	"000230"	92	181	279	2	73	191	277
"KS"	2012	"FRANKLIN"	"Richmond Township"	"000240"	106	239	354	2	82	255	353
"KS"	2012	"FRANKLIN"	"Williamsburg Township"	"000250"	87	167	262	2	68	173	261
"KS"	2012	"GEARY"	" Fort Riley Precinct A S17"	"120020"	30	30	60	1		37	37
"KS"	2012	"GEARY"	"Blakely Township"	"000010"	9	48	59	1		49	49
"KS"	2012	"GEARY"	"Fort Riley Milford Township Block 401"	"00002O"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Milford Township Block 501"	"00002P"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Milford Township Block 601"	"00002Q"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Milford Township Block 701"	"00002R"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct A S17 A"	"12002A"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct A S22"	"120030"	19	19	40	1		27	27
"KS"	2012	"GEARY"	"Fort Riley Precinct B"	"00002B"	21	14	37	1		19	19
"KS"	2012	"GEARY"	"Fort Riley Precinct C"	"00002C"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct D"	"00002D"	4	4	8	1		4	4
"KS"	2012	"GEARY"	"Fort Riley Precinct E"	"00002E"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct F"	"00002F"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct G"	"00002G"	2	5	7	1		7	7
"KS"	2012	"GEARY"	"Fort Riley Precinct H"	"00002H"	1	4	5	1		4	4
"KS"	2012	"GEARY"	"Fort Riley Precinct I"	"00002I"	1	4	6	1		2	2
"KS"	2012	"GEARY"	"Fort Riley Precinct J"	"00002J"	2	3	5	1		3	3
"KS"	2012	"GEARY"	"Fort Riley Precinct K"	"00002K"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct L S17"	"120040"	7	5	12	1		8	8
"KS"	2012	"GEARY"	"Fort Riley Precinct L S22"	"120050"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Fort Riley Precinct M"	"00002M"	38	42	81	1		56	56
"KS"	2012	"GEARY"	"Fort Riley Precinct N"	"00002N"	4	1	5	1		2	2
"KS"	2012	"GEARY"	"Grandview Township"	"900090"	48	79	132	1		92	92
"KS"	2012	"GEARY"	"Grandview Township Enclave A"	"900100"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Jackson Township"	"000050"	16	25	41	1		32	32
"KS"	2012	"GEARY"	"Jefferson Township"	"000060"	103	264	379	1		292	292
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 1"	"00007A"	79	74	157	1		104	104
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 2"	"000080"	61	61	124	1		86	86
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 3"	"000090"	70	172	243	1		191	191
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 4"	"000100"	197	323	526	1		379	379
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 5 H65"	"120060"	37	50	88	1		61	61
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 5 H68"	"120070"	148	167	320	1		224	224
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 6 Part 1"	"900120"	209	221	437	1		308	308
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 6 Part 2"	"900130"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 1 Precinct 7"	"00013A"	246	269	525	1		373	373
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 1"	"000140"	44	39	87	1		59	59
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 2"	"000150"	131	152	290	1		200	200
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 3"	"00016A"	146	170	318	1		241	241
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 4 Part 1"	"900140"	96	93	189	1		131	131
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 4 Part 2"	"900150"	20	31	51	1		36	36
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 4 Part 3"	"900160"	4	9	13	1		9	9
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 1 S17"	"120080"	93	88	182	1		134	134
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 1 S22"	"120090"	23	42	65	1		53	53
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 2 S17"	"120100"	113	138	252	1		190	190
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 2 S22"	"120110"	22	37	60	1		49	49
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 2 S22 A"	"12011A"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 2 Precinct 5 Part 2 S22 B"	"12011B"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 3 Precinct 1"	"000180"	86	49	138	1		92	92
"KS"	2012	"GEARY"	"Junction City Ward 3 Precinct 2"	"000190"	187	182	379	1		268	268
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 1"	"900190"	118	78	202	1		131	131
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 1 Exclave"	"900200"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 2"	"900210"	185	109	300	1		169	169
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 2 Exclave"	"900220"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 3 Exclave Golf"	"00022B"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 3 H65"	"120120"	261	161	426	1		241	241
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 3 H68"	"120130"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Junction City Ward 4 Precinct 4"	"000230"	76	32	111	1		59	59
"KS"	2012	"GEARY"	"Liberty Township"	"000240"	32	59	95	1		72	72
"KS"	2012	"GEARY"	"Lyon Township"	"000250"	22	144	166	1		148	148
"KS"	2012	"GEARY"	"Marshall Field"	"000260"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Milford Township"	"000270"	210	520	741	1		594	594
"KS"	2012	"GEARY"	"Smokey  Hill Township S22 H65"	"120160"	25	58	87	1		69	69
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave A"	"900020"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave B"	"900030"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave C"	"900040"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave D"	"900050"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave E"	"900060"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave F"	"900070"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township Enclave G"	"900080"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township S17 H65"	"120140"	4	0	4	1		1	1
"KS"	2012	"GEARY"	"Smokey Hill Township S17 H68"	"120150"	3	22	26	1		23	23
"KS"	2012	"GEARY"	"Smokey Hill Township S17 H68 A"	"12015A"	21	72	93	1		77	77
"KS"	2012	"GEARY"	"Smokey Hill Township S17 H68 B"	"12015B"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Smokey Hill Township S22 H68"	"120170"	31	151	184	1		151	151
"KS"	2012	"GEARY"	"Smokey Hill Township S22 H68 A"	"12017A"	0	0	0	1		0	0
"KS"	2012	"GEARY"	"Wingfield Township"	"000040"	27	52	82	1		63	63
"KS"	2012	"GOVE"	"Baker Township"	"000010"	86	528	630	1		533	533
"KS"	2012	"GOVE"	"Gaeland Township"	"000020"	2	22	24	1		19	19
"KS"	2012	"GOVE"	"Gove Township"	"000030"	15	80	102	1		93	93
"KS"	2012	"GOVE"	"Grainfield Township"	"000040"	28	165	199	1		165	165
"KS"	2012	"GOVE"	"Grinnell Township"	"000050"	22	188	219	1		187	187
"KS"	2012	"GOVE"	"Jerome Township"	"000060"	9	65	74	1		62	62
"KS"	2012	"GOVE"	"Larrabee Township"	"000070"	2	35	37	1		34	34
"KS"	2012	"GOVE"	"Lewis Township"	"000080"	2	5	7	1		4	4
"KS"	2012	"GOVE"	"Payne Township"	"000090"	10	80	91	1		80	80
"KS"	2012	"GRAHAM"	"Allodium Township"	"000010"	0	17	18	1		15	15
"KS"	2012	"GRAHAM"	"Bogue City"	"000020"				1		0	0
"KS"	2012	"GRAHAM"	"Bryant Township"	"000030"	3	36	39	1		32	32
"KS"	2012	"GRAHAM"	"Gettysburg Township"	"000040"	2	41	43	1		38	38
"KS"	2012	"GRAHAM"	"Graham Township"	"000050"	3	21	27	1		24	24
"KS"	2012	"GRAHAM"	"Happy Township"	"000060"	3	24	27	1		24	24
"KS"	2012	"GRAHAM"	"Hill City Precinct 1 H110"	"120020"	25	79	108	1		85	85
"KS"	2012	"GRAHAM"	"Hill City Precinct 1 H118"	"120030"	1	6	7	1		6	6
"KS"	2012	"GRAHAM"	"Hill City Precinct 2 H110"	"120040"	118	361	492	1		385	385
"KS"	2012	"GRAHAM"	"Hill City Precinct 2 H118"	"120050"	1	4	5	1		4	4
"KS"	2012	"GRAHAM"	"Hill City Precinct 3 H110"	"120060"	34	128	162	1		127	127
"KS"	2012	"GRAHAM"	"Hill City Precinct 3 H118"	"120070"	4	27	31	1		22	22
"KS"	2012	"GRAHAM"	"Indiana Township"	"000100"	1	13	14	1		12	12
"KS"	2012	"GRAHAM"	"Millbrook Township"	"000110"	10	58	70	1		65	65
"KS"	2012	"GRAHAM"	"Morlan Township"	"000120"	3	41	44	1		41	41
"KS"	2012	"GRAHAM"	"Morland City"	"000130"				1		0	0
"KS"	2012	"GRAHAM"	"Nicodemus Township  H110"	"120080"	5	6	11	1		7	7
"KS"	2012	"GRAHAM"	"Nicodemus Township H118"	"120090"	8	6	14	1		9	9
"KS"	2012	"GRAHAM"	"Pioneer Township"	"000150"	2	13	15	1		12	12
"KS"	2012	"GRAHAM"	"Solomon Township"	"000160"	8	91	100	1		95	95
"KS"	2012	"GRAHAM"	"Wildhorse Township"	"000170"	25	84	112	1		90	90
"KS"	2012	"GRANT"	"Precinct 4 H122"	"120020"	0	0	0	1		0	0
"KS"	2012	"GRANT"	"Precinct 4 H124"	"120030"	76	397	483	1		411	411
"KS"	2012	"GRANT"	"Ulysses Ward 1"	"000020"	88	224	314	1		262	262
"KS"	2012	"GRANT"	"Ulysses Ward 2"	"00003A"	142	581	732	1		607	607
"KS"	2012	"GRANT"	"Ulysses Ward 2 Exclave"	"00003B"	0	0	0	1		0	0
"KS"	2012	"GRANT"	"Ulysses Ward 3"	"000040"	150	609	775	1		638	638
"KS"	2012	"GRAY"	"Cimarron Township Precinct 1"	"500010"	57	211	275	1		233	233
"KS"	2012	"GRAY"	"Cimarron Township Precinct 2"	"500020"	120	604	728	1		611	611
"KS"	2012	"GRAY"	"Copeland Township"	"000020"	15	127	144	1		119	119
"KS"	2012	"GRAY"	"East Hess Township"	"000030"	32	93	128	1		110	110
"KS"	2012	"GRAY"	"Foote Township"	"000040"	7	42	49	1		44	44
"KS"	2012	"GRAY"	"Ingalls Township"	"000050"	35	158	195	1		180	180
"KS"	2012	"GRAY"	"Logan Township"	"000060"	9	78	89	1		78	78
"KS"	2012	"GRAY"	"Montezuma Township"	"000070"	49	290	348	1		276	276
"KS"	2012	"GREELEY"	"Tribune Precinct 1"	"000010"	76	329	415	1		320	320
"KS"	2012	"GREELEY"	"Tribune Precinct 2"	"000020"	29	169	202	1		169	169
"KS"	2012	"GREELEY"	"Tribune Precinct 3"	"000030"	8	45	53	1		47	47
"KS"	2012	"GREENWOOD"	"Bachelor Township"	"000010"	21	67	88	4	13	71	88
"KS"	2012	"GREENWOOD"	"Eureka Airport"	"900010"	0	0	0	4	0	0	0
"KS"	2012	"GREENWOOD"	"Eureka Township"	"000020"	37	126	168	4	27	126	162
"KS"	2012	"GREENWOOD"	"Eureka Ward 1"	"000030"	57	195	260	4	42	191	256
"KS"	2012	"GREENWOOD"	"Eureka Ward 1 Exclave"	"900020"	0	0	0	4	0	0	0
"KS"	2012	"GREENWOOD"	"Eureka Ward 2"	"000040"	35	145	186	4	35	136	180
"KS"	2012	"GREENWOOD"	"Eureka Ward 3"	"000050"	62	170	240	4	49	166	234
"KS"	2012	"GREENWOOD"	"Fall River Township"	"000060"	17	50	69	4	19	42	68
"KS"	2012	"GREENWOOD"	"Janesville Township"	"000070"	31	128	161	4	25	134	162
"KS"	2012	"GREENWOOD"	"Lane Township"	"000080"	8	24	33	4	11	23	34
"KS"	2012	"GREENWOOD"	"Madison Township"	"000090"	90	285	384	4	84	272	383
"KS"	2012	"GREENWOOD"	"Otter Creek Township"	"000100"	16	33	50	4	14	31	50
"KS"	2012	"GREENWOOD"	"Pleasant Grove Township"	"000110"	3	16	20	4	3	17	20
"KS"	2012	"GREENWOOD"	"Quincy Township"	"000120"	10	36	47	4	8	36	44
"KS"	2012	"GREENWOOD"	"Salem Township"	"000130"	1	7	8	4	1	6	7
"KS"	2012	"GREENWOOD"	"Salt Springs Township"	"000140"	40	70	112	4	31	67	108
"KS"	2012	"GREENWOOD"	"Shell Rock Township"	"000150"	5	59	67	4	2	56	65
"KS"	2012	"GREENWOOD"	"South Salem Township C01"	"200010"	0	0	0	4	4	29	33
"KS"	2012	"GREENWOOD"	"South Salem Township C04"	"200020"	0	0	0	4	0	0	0
"KS"	2012	"GREENWOOD"	"Spring Creek Township"	"000170"	11	31	43	4	5	29	39
"KS"	2012	"GREENWOOD"	"Twin Grove Township"	"000180"	34	148	187	4	39	139	184
"KS"	2012	"HAMILTON"	"Bear Creek Township"	"000010"	2	21	24	1		19	19
"KS"	2012	"HAMILTON"	"Coolidge Township"	"000020"	7	37	44	1		42	42
"KS"	2012	"HAMILTON"	"Kendall Township"	"000030"	5	32	42	1		30	30
"KS"	2012	"HAMILTON"	"Lamont Township"	"000040"	4	39	44	1		35	35
"KS"	2012	"HAMILTON"	"Liberty Township"	"000050"	3	12	15	1		12	12
"KS"	2012	"HAMILTON"	"Medway Township"	"000060"	4	19	23	1		21	21
"KS"	2012	"HAMILTON"	"Richland Township"	"000070"	2	10	14	1		12	12
"KS"	2012	"HAMILTON"	"Syracuse 1"	"000080"	46	141	190	1		148	148
"KS"	2012	"HAMILTON"	"Syracuse 2"	"000090"	18	93	114	1		96	96
"KS"	2012	"HAMILTON"	"Syracuse 3"	"000100"	29	93	124	1		105	105
"KS"	2012	"HAMILTON"	"Syracuse 4"	"120010"	11	52	63	1		54	54
"KS"	2012	"HAMILTON"	"Syracuse 5"	"120020"	32	144	180	1		145	145
"KS"	2012	"HARPER"	"Anthony Ward 1"	"000010"	103	309	421	4	73	320	414
"KS"	2012	"HARPER"	"Anthony Ward 2"	"000020"	45	159	214	4	42	161	211
"KS"	2012	"HARPER"	"Anthony Ward 2 Exclave 1"	"900010"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Anthony Ward 2 Exclave 2"	"900020"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Anthony Ward 3"	"000030"	13	60	76	4	10	62	76
"KS"	2012	"HARPER"	"Anthony Ward 3 Exclave 1"	"900030"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Anthony Ward 3 Exclave 2"	"900040"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Anthony Ward 4"	"000040"	30	109	142	4	18	113	140
"KS"	2012	"HARPER"	"Anthony Ward 4 Exclave 1"	"900050"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Harper Ward 1"	"000050"	66	171	242	4	56	161	232
"KS"	2012	"HARPER"	"Harper Ward 1 Exclave 1"	"900060"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Harper Ward 2"	"000060"	86	191	291	4	57	205	280
"KS"	2012	"HARPER"	"Township 1"	"000070"	91	296	406	4	69	302	396
"KS"	2012	"HARPER"	"Township 2"	"000080"	2	50	52	4	2	48	51
"KS"	2012	"HARPER"	"Township 3 East"	"800010"	12	42	55	4	17	36	55
"KS"	2012	"HARPER"	"Township 3 West"	"800020"	17	65	84	4	11	64	78
"KS"	2012	"HARPER"	"Township 4"	"000100"	27	48	77	4	26	45	74
"KS"	2012	"HARPER"	"Township 5 East"	"800030"	27	121	152	4	22	118	145
"KS"	2012	"HARPER"	"Township 5 West"	"800040"	9	31	41	4	7	33	42
"KS"	2012	"HARPER"	"Township 5 West Enclave"	"900070"	0	0	0	4	0	0	0
"KS"	2012	"HARPER"	"Township 6 East"	"800050"	19	79	99	4	12	77	97
"KS"	2012	"HARPER"	"Township 6 West"	"800060"	3	28	33	4	4	27	33
"KS"	2012	"HARVEY"	"Alta Township"	"000010"	26	92	122	4	26	93	123
"KS"	2012	"HARVEY"	"Burrton City"	"900010"	95	226	334	4	68	232	322
"KS"	2012	"HARVEY"	"Burrton City Exclave"	"900040"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Burrton Township"	"000020"	26	65	95	4	19	62	95
"KS"	2012	"HARVEY"	"Darlington Township H72"	"120020"	10	53	63	4	8	49	64
"KS"	2012	"HARVEY"	"Darlington Township H74"	"120030"	66	155	224	4	62	150	222
"KS"	2012	"HARVEY"	"Emma Township"	"000040"	51	197	254	4	47	190	250
"KS"	2012	"HARVEY"	"Garden Township"	"000050"	41	94	140	4	34	93	138
"KS"	2012	"HARVEY"	"Halstead City Ward 1 Precinct 1"	"000060"	102	228	340	4	86	220	334
"KS"	2012	"HARVEY"	"Halstead City Ward 1 Precinct 2"	"000070"	153	287	455	4	125	294	449
"KS"	2012	"HARVEY"	"Halstead Township"	"000080"	54	73	130	4	44	71	128
"KS"	2012	"HARVEY"	"Hesston Precinct 1"	"000090"	314	446	776	4	269	440	743
"KS"	2012	"HARVEY"	"Hesston Precinct 2"	"00010A"	256	566	828	4	202	566	803
"KS"	2012	"HARVEY"	"Highland Township"	"000110"	74	112	191	4	76	107	190
"KS"	2012	"HARVEY"	"Lake Township"	"000120"	18	68	88	4	16	61	82
"KS"	2012	"HARVEY"	"Lakin Township"	"000130"	30	85	117	4	22	81	112
"KS"	2012	"HARVEY"	"Macon Township"	"000140"	85	156	246	4	81	153	243
"KS"	2012	"HARVEY"	"Newton City Ward 1 Precinct 1"	"000150"	187	202	405	4	159	199	396
"KS"	2012	"HARVEY"	"Newton City Ward 1 Precinct 2"	"000160"	146	187	343	4	131	180	337
"KS"	2012	"HARVEY"	"Newton City Ward 1 Precinct 3"	"000170"	113	132	250	4	88	139	239
"KS"	2012	"HARVEY"	"Newton City Ward 2 Precinct 1"	"000180"	163	165	334	4	134	165	322
"KS"	2012	"HARVEY"	"Newton City Ward 2 Precinct 2"	"00019A"	409	500	927	4	368	499	920
"KS"	2012	"HARVEY"	"Newton City Ward 3 Precinct 1"	"000200"	182	208	401	4	148	212	386
"KS"	2012	"HARVEY"	"Newton City Ward 3 Precinct 2"	"000210"	224	366	604	4	192	366	594
"KS"	2012	"HARVEY"	"Newton City Ward 3 Precinct 3 Part A"	"00022A"	206	333	548	4	175	321	532
"KS"	2012	"HARVEY"	"Newton City Ward 3 Precinct 4"	"800010"	355	729	1102	4	292	738	1079
"KS"	2012	"HARVEY"	"Newton City Ward 4 Precinct 1"	"000230"	220	244	475	4	194	249	467
"KS"	2012	"HARVEY"	"Newton City Ward 4 Precinct 2"	"000240"	363	498	882	4	331	484	861
"KS"	2012	"HARVEY"	"Newton City Ward 4 Precinct 3"	"000250"	287	401	699	4	242	407	687
"KS"	2012	"HARVEY"	"Newton City Ward 4 Precinct 4"	"000260"	115	168	286	4	100	156	276
"KS"	2012	"HARVEY"	"Newton Township Part A"	"00027A"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Newton Township Part B"	"00027B"	48	119	168	4	40	122	166
"KS"	2012	"HARVEY"	"Newton Township Part B Exclave"	"00027C"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Newton Township Part C"	"00027D"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Newton Township Part D"	"900050"	9	45	55	4	5	48	53
"KS"	2012	"HARVEY"	"Newton Township Part E"	"900060"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Newton Township Part F"	"900070"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"Newton Township Part G"	"900080"	0	0	0	4	0	0	0
"KS"	2012	"HARVEY"	"North Newton City"	"000280"	558	368	934	4	512	378	913
"KS"	2012	"HARVEY"	"Pleasant Township"	"000290"	83	185	275	4	78	185	272
"KS"	2012	"HARVEY"	"Richland Township"	"000300"	35	166	205	4	31	160	202
"KS"	2012	"HARVEY"	"Sedgwick City"	"900020"	155	405	582	4	120	418	575
"KS"	2012	"HARVEY"	"Sedgwick Township"	"000310"	28	110	141	4	23	102	137
"KS"	2012	"HARVEY"	"Walton City"	"900030"	39	64	104	4	34	66	104
"KS"	2012	"HARVEY"	"Walton Township"	"000320"	47	90	141	4	34	86	133
"KS"	2012	"HASKELL"	"Ivanhoe Township"	"000010"	16	44	61	1		52	52
"KS"	2012	"HASKELL"	"North Dudley"	"000020"	3	54	57	1		49	49
"KS"	2012	"HASKELL"	"North Lockport"	"000030"	3	50	53	1		47	47
"KS"	2012	"HASKELL"	"Satanta 1"	"000040"	12	71	85	1		78	78
"KS"	2012	"HASKELL"	"Satanta 2 H122"	"120020"	2	24	27	1		24	24
"KS"	2012	"HASKELL"	"Satanta 2 H124"	"120030"	82	277	367	1		302	302
"KS"	2012	"HASKELL"	"South Lockport"	"000060"	9	49	58	1		52	52
"KS"	2012	"HASKELL"	"Sublette 1 H122"	"120040"	3	26	29	1		22	22
"KS"	2012	"HASKELL"	"Sublette 1 H124"	"120050"	46	342	394	1		345	345
"KS"	2012	"HASKELL"	"Sublette 3 H122"	"120060"	0	2	3	1		1	1
"KS"	2012	"HASKELL"	"Sublette 3 H124"	"120070"	39	220	262	1		238	238
"KS"	2012	"HODGEMAN"	"Benton Township"	"000010"	1	24	26	1		24	24
"KS"	2012	"HODGEMAN"	"Marena Township"	"000020"	35	203	242	1		220	220
"KS"	2012	"HODGEMAN"	"North Center"	"000030"	68	228	299	1		249	249
"KS"	2012	"HODGEMAN"	"North Hallet"	"000040"	1	8	9	1		8	8
"KS"	2012	"HODGEMAN"	"North Roscoe"	"000050"	0	29	29	1		27	27
"KS"	2012	"HODGEMAN"	"Sawlog Township"	"000060"	4	42	46	1		36	36
"KS"	2012	"HODGEMAN"	"South Center"	"000070"	51	217	270	1		230	230
"KS"	2012	"HODGEMAN"	"South Hallet"	"000080"	0	18	18	1		18	18
"KS"	2012	"HODGEMAN"	"South Roscoe"	"000090"	5	29	34	1		33	33
"KS"	2012	"HODGEMAN"	"Sterling Township"	"000100"	9	54	66	1		59	59
"KS"	2012	"HODGEMAN"	"Valley Township"	"000110"	5	16	21	1		18	18
"KS"	2012	"JACKSON"	"Adrian Township"	"000010"	11	52	65	2	15	41	64
"KS"	2012	"JACKSON"	"Banner Township"	"000020"	38	112	152	2	47	97	150
"KS"	2012	"JACKSON"	"Cedar Township"	"000030"	171	327	513	2	190	294	513
"KS"	2012	"JACKSON"	"Douglas Township"	"000040"	368	612	1002	2	395	547	1006
"KS"	2012	"JACKSON"	"Franklin Township"	"000050"	144	325	479	2	158	303	477
"KS"	2012	"JACKSON"	"Garfield Township"	"000060"	65	184	259	2	71	179	263
"KS"	2012	"JACKSON"	"Grant Township"	"000070"	35	41	80	2	31	48	81
"KS"	2012	"JACKSON"	"Holton Ward 1"	"00008A"	158	256	422	2	145	246	416
"KS"	2012	"JACKSON"	"Holton Ward 1 Exclave City Lake"	"00008B"	0	0	0	2	0	0	0
"KS"	2012	"JACKSON"	"Holton Ward 2"	"000090"	183	287	478	2	159	291	474
"KS"	2012	"JACKSON"	"Holton Ward 3"	"00010A"	157	224	385	2	163	198	379
"KS"	2012	"JACKSON"	"Holton Ward 3 Exclave Industrial Park"	"00010B"	0	0	0	2	0	0	0
"KS"	2012	"JACKSON"	"Jefferson Township"	"000110"	62	186	251	2	70	165	242
"KS"	2012	"JACKSON"	"Liberty Township"	"000120"	90	198	292	2	101	179	290
"KS"	2012	"JACKSON"	"Lincoln Township"	"000130"	201	148	361	2	172	159	355
"KS"	2012	"JACKSON"	"Netawaka Township"	"000140"	41	107	154	2	57	84	155
"KS"	2012	"JACKSON"	"Soldier Township"	"000150"	50	122	178	2	54	115	180
"KS"	2012	"JACKSON"	"Straight Creek Township"	"000160"	23	65	89	2	24	61	87
"KS"	2012	"JACKSON"	"Washington Township"	"000170"	61	165	237	2	53	169	241
"KS"	2012	"JACKSON"	"Whiting Township"	"000180"	43	116	164	2	46	104	161
"KS"	2012	"JEFFERSON"	"Delaware Township"	"000010"	280	511	803	2	284	457	800
"KS"	2012	"JEFFERSON"	"East Fairview"	"000020"	166	204	385	2	140	203	386
"KS"	2012	"JEFFERSON"	"Jefferson Township"	"000030"	149	288	449	2	130	296	450
"KS"	2012	"JEFFERSON"	"Kaw Township"	"000040"	258	390	670	2	270	352	666
"KS"	2012	"JEFFERSON"	"Kentucky Township"	"000050"	304	369	693	2	277	359	693
"KS"	2012	"JEFFERSON"	"Norton Township"	"000060"	110	238	358	2	115	226	358
"KS"	2012	"JEFFERSON"	"Oskaloosa Township"	"000070"	302	561	889	2	297	525	883
"KS"	2012	"JEFFERSON"	"Ozawkie Township"	"000080"	242	438	692	2	225	398	692
"KS"	2012	"JEFFERSON"	"Rock Creek Township"	"000090"	414	717	1164	2	403	652	1161
"KS"	2012	"JEFFERSON"	"Rural Township"	"000100"	144	196	349	2	147	181	349
"KS"	2012	"JEFFERSON"	"Sarcoxie Township"	"000110"	260	247	517	2	227	253	518
"KS"	2012	"JEFFERSON"	"Union Township"	"000120"	241	437	693	2	199	440	685
"KS"	2012	"JEFFERSON"	"West Fairview"	"000130"	107	231	347	2	109	209	344
"KS"	2012	"JEWELL"	"Allen Township"	"000010"	1	10	12	1		10	10
"KS"	2012	"JEWELL"	"Athens Township"	"000020"	2	22	24	1		20	20
"KS"	2012	"JEWELL"	"Browns Creek Township"	"000030"	4	29	33	1		29	29
"KS"	2012	"JEWELL"	"Buffalo Township"	"000040"	28	183	216	1		195	195
"KS"	2012	"JEWELL"	"Burr Oak Township"	"000050"	19	78	102	1		83	83
