state	year	county	county_code	precinct_name	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USP_dv	g2012_USP_rv	g2012_USS_dv	g2012_USS_rv	g2012_USH_tv	g2012_USP_tv	g2012_USS_tv
"VA"	2012	"DANVILLE CITY"	590	"003 - WARD THREE"	"0003"	5	484	65	549	35	533	43	549.0	588.0	576.0
"VA"	2012	"DANVILLE CITY"	590	"004 - WARD FOUR"	"0004"	5	899	945	1063	899	1053	893	1844.0	1993.0	1946.0
"VA"	2012	"DANVILLE CITY"	590	"005 - WARD FIVE"	"0005"	5	248	331	291	315	296	308	579.0	614.0	604.0
"VA"	2012	"DANVILLE CITY"	590	"006 - WARD SIX"	"0006"	5	495	76	586	58	540	69	571.0	650.0	609.0
"VA"	2012	"DANVILLE CITY"	590	"007 - WARD SEVEN"	"0007"	5	813	152	970	116	905	141	965.0	1091.0	1046.0
"VA"	2012	"DANVILLE CITY"	590	"008 - WARD EIGHT"	"0008"	5	494	344	595	319	559	335	838.0	924.0	894.0
"VA"	2012	"DANVILLE CITY"	590	"009 - WARD NINE"	"0009"	5	433	337	505	332	478	341	770.0	847.0	819.0
"VA"	2012	"DANVILLE CITY"	590	"010 - WARD TEN"	"0010"	5	515	503	577	480	566	485	1018.0	1064.0	1051.0
"VA"	2012	"DANVILLE CITY"	590	"011 - WARD ELEVEN"	"0011"	5	971	588	1121	550	1080	560	1559.0	1678.0	1640.0
"VA"	2012	"DANVILLE CITY"	590	"012 - WARD TWELVE"	"0012"	5	932	686	1036	655	1020	678	1618.0	1711.0	1698.0
"VA"	2012	"DANVILLE CITY"	590	"013 - WARD THIRTEEN"	"0013"	5	839	540	970	490	937	509	1379.0	1481.0	1446.0
"VA"	2012	"DANVILLE CITY"	590	"014 - WARD FOURTEEN"	"0014"	5	224	11	269	6	248	15	235.0	276.0	263.0
"VA"	2012	"DANVILLE CITY"	590	"015 - WARD FIFTEEN"	"0015"	5	609	690	674	644	680	648	1299.0	1328.0	1328.0
"VA"	2012	"DANVILLE CITY"	590	"016 - WARD SIXTEEN"	"0016"	5	567	883	656	853	639	855	1450.0	1521.0	1494.0
"VA"	2012	"DANVILLE CITY"	590	"017 - WARD SEVENTEEN"	"0017"	5	314	896	377	857	400	855	1210.0	1252.0	1255.0
"VA"	2012	"DICKENSON COUNTY"	51	"##Central Absentee"		9	336	341	279	388	314	369	677.0	678.0	683.0
"VA"	2012	"DICKENSON COUNTY"	51	"#Provisional"		9	1	0	1	0	1	0	1.0	1.0	1.0
"VA"	2012	"DICKENSON COUNTY"	51	"101 - SOUTH CLINTWOOD"	"0101"	9	571	731	422	848	487	813	1302.0	1300.0	1300.0
"VA"	2012	"DICKENSON COUNTY"	51	"201 - NORA"	"0201"	9	230	205	157	260	177	255	435.0	427.0	432.0
"VA"	2012	"DICKENSON COUNTY"	51	"202 - FRYING PAN"	"0202"	9	75	100	57	120	63	115	175.0	180.0	178.0
"VA"	2012	"DICKENSON COUNTY"	51	"203 - CLINCHCO"	"0203"	9	328	241	269	303	279	295	569.0	579.0	574.0
"VA"	2012	"DICKENSON COUNTY"	51	"301 - WEST DANTE"	"0301"	9	43	153	28	169	36	159	196.0	198.0	195.0
"VA"	2012	"DICKENSON COUNTY"	51	"302 - HERALD"	"0302"	9	117	220	59	273	86	253	337.0	334.0	339.0
"VA"	2012	"DICKENSON COUNTY"	51	"303 - RIDGE"	"0303"	9	134	247	101	300	108	276	381.0	407.0	384.0
"VA"	2012	"DICKENSON COUNTY"	51	"304 - LONGS FORK"	"0304"	9	118	201	91	236	103	222	319.0	334.0	325.0
"VA"	2012	"DICKENSON COUNTY"	51	"401 - COLLEY"	"0401"	9	398	231	310	316	360	269	629.0	645.0	629.0
"VA"	2012	"DICKENSON COUNTY"	51	"402 - HAYSI"	"0402"	9	324	244	261	311	284	293	568.0	587.0	577.0
"VA"	2012	"DICKENSON COUNTY"	51	"501 - TARPON"	"0501"	9	160	119	129	143	139	137	279.0	279.0	276.0
"VA"	2012	"DICKENSON COUNTY"	51	"502 - ARTRIP"	"0502"	9	172	192	134	222	142	225	364.0	366.0	367.0
"VA"	2012	"DICKENSON COUNTY"	51	"503 - NORTH CLINTWOOD"	"0503"	9	228	339	175	385	189	383	567.0	565.0	572.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"#Provisional"		4	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"101 - WHITE OAK"	"0101"	4	112	408	164	371	158	377	520.0	540.0	535.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"102 - ROCKY RUN"	"0102"	4	240	631	324	598	316	582	871.0	931.0	898.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"103 - CHURCH ROAD"	"0103"	4	261	1040	328	977	338	975	1301.0	1324.0	1313.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"201 - ROHOIC"	"0201"	4	331	334	388	295	382	300	665.0	686.0	682.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"202 - SUTHERLAND"	"0202"	4	695	1152	817	1089	809	1092	1847.0	1920.0	1901.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"301 - REAMS"	"0301"	4	170	341	202	323	213	314	511.0	531.0	527.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"302 - NEW HOPE"	"0302"	4	329	580	395	550	396	543	909.0	955.0	939.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"303 - LITTLE ZION"	"0303"	4	725	615	876	552	865	564	1340.0	1448.0	1429.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"401 - DINWIDDIE"	"0401"	4	482	859	664	795	665	788	1341.0	1476.0	1453.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"402 - MCKENNEY"	"0402"	4	316	447	394	415	386	415	763.0	820.0	801.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"403 - CHERRY HILL"	"0403"	4	261	270	356	226	349	219	531.0	589.0	568.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"501 - EDGEHILL"	"0501"	4	201	96	235	71	229	83	297.0	314.0	312.0
"VA"	2012	"DINWIDDIE COUNTY"	53	"502 - CHESDIN"	"0502"	4	1229	720	1407	613	1383	628	1949.0	2038.0	2011.0
"VA"	2012	"EMPORIA CITY"	595	"#Provisional"		4	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"EMPORIA CITY"	595	"101 - PRECINCT 1-1"	"0101"	4	285	147	366	91	333	113	432.0	457.0	446.0
"VA"	2012	"EMPORIA CITY"	595	"201 - PRECINCT 2-1"	"0201"	4	218	50	251	30	234	42	268.0	281.0	276.0
"VA"	2012	"EMPORIA CITY"	595	"301 - PRECINCT 3-1"	"0301"	4	122	258	190	213	179	216	380.0	404.0	395.0
"VA"	2012	"EMPORIA CITY"	595	"401 - PRECINCT 4-1"	"0401"	4	191	274	260	222	249	232	465.0	490.0	481.0
"VA"	2012	"EMPORIA CITY"	595	"501 - PRECINCT 5-1"	"0501"	4	235	44	294	9	279	20	279.0	305.0	299.0
"VA"	2012	"EMPORIA CITY"	595	"601 - DISTRICT 6"	"0601"	4	120	283	177	238	178	234	403.0	417.0	412.0
"VA"	2012	"EMPORIA CITY"	595	"701 - DISTRICT 7"	"0701"	4	207	120	255	83	233	100	327.0	338.0	333.0
"VA"	2012	"ESSEX COUNTY"	57	"##Central Absentee"		1	264	290	333	243	327	236	554.0	579.0	563.0
"VA"	2012	"ESSEX COUNTY"	57	"#Provisional"		1	1	0	2	0	1	1	1.0	2.0	2.0
"VA"	2012	"ESSEX COUNTY"	57	"101 - GREATER TAPPAHANNOCK"	"0101"	1	504	580	607	527	611	513	1084.0	1145.0	1124.0
"VA"	2012	"ESSEX COUNTY"	57	"201 - NORTH"	"0201"	1	810	425	913	377	888	380	1235.0	1298.0	1268.0
"VA"	2012	"ESSEX COUNTY"	57	"301 - SOUTH"	"0301"	1	435	829	531	787	527	778	1264.0	1327.0	1305.0
"VA"	2012	"ESSEX COUNTY"	57	"401 - CENTRAL"	"0401"	1	481	750	630	668	610	654	1231.0	1322.0	1264.0
"VA"	2012	"FAIRFAX CITY"	600	"##Central Absentee"		11	1039	675	1072	714	1076	697	1753.0	1806.0	1773.0
"VA"	2012	"FAIRFAX CITY"	600	"#Provisional"		11	11	9	15	11	15	10	25.0	26.0	25.0
"VA"	2012	"FAIRFAX CITY"	600	"001 - ONE"	"0001"	11	796	551	855	574	860	578	1402.0	1460.0	1438.0
"VA"	2012	"FAIRFAX CITY"	600	"002 - TWO"	"0002"	11	784	670	820	697	844	667	1499.0	1540.0	1511.0
"VA"	2012	"FAIRFAX CITY"	600	"003 - THREE"	"0003"	11	1180	861	1228	918	1242	886	2103.0	2173.0	2128.0
"VA"	2012	"FAIRFAX CITY"	600	"004 - FOUR"	"0004"	11	916	641	954	686	975	675	1619.0	1670.0	1650.0
"VA"	2012	"FAIRFAX CITY"	600	"005 - FIVE"	"0005"	11	826	573	855	608	870	594	1445.0	1486.0	1464.0
"VA"	2012	"FAIRFAX CITY"	600	"006 - SIX"	"0006"	11	777	559	852	567	846	575	1385.0	1444.0	1421.0
"VA"	2012	"FAIRFAX COUNTY"	59	"##Central Absentee"		8	17306	8013	17671	8306	18019	8025	25687.0	26173.0	26044.0
"VA"	2012	"FAIRFAX COUNTY"	59	"##Central Absentee"		10	8697	11415	10689	9929	11070	9506	20505.0	20781.0	20576.0
"VA"	2012	"FAIRFAX COUNTY"	59	"##Central Absentee"		11	24077	13275	24793	14016	25088	13533	38042.0	39141.0	38621.0
"VA"	2012	"FAIRFAX COUNTY"	59	"#Provisional"		8	215	87	233	91	224	95	306.0	330.0	319.0
"VA"	2012	"FAIRFAX COUNTY"	59	"#Provisional"		10	109	97	132	85	137	83	214.0	222.0	220.0
"VA"	2012	"FAIRFAX COUNTY"	59	"#Provisional"		11	307	160	319	180	322	170	478.0	504.0	492.0
"VA"	2012	"FAIRFAX COUNTY"	59	"104 - CHAPEL"	"0104"	11	848	726	851	774	898	736	1614.0	1641.0	1634.0
"VA"	2012	"FAIRFAX COUNTY"	59	"105 - FAIRVIEW"	"0105"	11	1779	1210	1821	1261	1836	1262	3055.0	3131.0	3098.0
"VA"	2012	"FAIRFAX COUNTY"	59	"106 - HERITAGE"	"0106"	11	1622	603	1730	631	1707	646	2303.0	2403.0	2353.0
"VA"	2012	"FAIRFAX COUNTY"	59	"108 - KINGS PARK"	"0108"	11	892	734	938	742	955	728	1672.0	1711.0	1683.0
"VA"	2012	"FAIRFAX COUNTY"	59	"109 - LITTLE RUN"	"0109"	11	1154	938	1224	1018	1279	976	2227.0	2277.0	2255.0
"VA"	2012	"FAIRFAX COUNTY"	59	"110 - NORTH SPRINGFIELD"	"0110"	11	1528	995	1620	1059	1612	1046	2602.0	2705.0	2658.0
"VA"	2012	"FAIRFAX COUNTY"	59	"113 - CANTERBURY"	"0113"	11	1441	1184	1502	1220	1576	1167	2725.0	2761.0	2743.0
"VA"	2012	"FAIRFAX COUNTY"	59	"115 - RAVENSWORTH"	"0115"	11	640	516	676	545	682	536	1202.0	1235.0	1218.0
"VA"	2012	"FAIRFAX COUNTY"	59	"116 - WAKEFIELD"	"0116"	11	891	603	893	645	920	622	1531.0	1552.0	1542.0
"VA"	2012	"FAIRFAX COUNTY"	59	"117 - WOODSON"	"0117"	11	951	740	1028	809	1047	786	1821.0	1854.0	1833.0
"VA"	2012	"FAIRFAX COUNTY"	59	"118 - LAKE BRADDOCK"	"0118"	11	1660	908	1736	941	1777	908	2657.0	2719.0	2685.0
"VA"	2012	"FAIRFAX COUNTY"	59	"119 - LAUREL"	"0119"	11	1449	1197	1547	1171	1581	1166	2727.0	2771.0	2747.0
"VA"	2012	"FAIRFAX COUNTY"	59	"120 - SIDEBURN"	"0120"	11	1058	1111	1054	1157	1094	1130	2213.0	2230.0	2224.0
"VA"	2012	"FAIRFAX COUNTY"	59	"121 - VILLA"	"0121"	11	702	589	738	614	754	602	1322.0	1372.0	1356.0
"VA"	2012	"FAIRFAX COUNTY"	59	"123 - ROBINSON"	"0123"	11	1519	1203	1553	1273	1614	1219	2810.0	2866.0	2833.0
"VA"	2012	"FAIRFAX COUNTY"	59	"125 - SIGNAL HILL"	"0125"	11	1180	894	1178	945	1226	905	2114.0	2153.0	2131.0
"VA"	2012	"FAIRFAX COUNTY"	59	"126 - BONNIE BRAE"	"0126"	11	977	575	994	602	999	609	1595.0	1618.0	1608.0
"VA"	2012	"FAIRFAX COUNTY"	59	"127 - BURKE CENTRE"	"0127"	11	1702	1107	1745	1169	1778	1161	2900.0	2961.0	2939.0
"VA"	2012	"FAIRFAX COUNTY"	59	"128 - CARDINAL"	"0128"	11	876	565	919	584	920	589	1483.0	1526.0	1509.0
"VA"	2012	"FAIRFAX COUNTY"	59	"129 - KEENE MILL"	"0129"	11	646	422	668	431	675	437	1101.0	1116.0	1112.0
"VA"	2012	"FAIRFAX COUNTY"	59	"130 - TERRA CENTRE"	"0130"	11	892	693	898	726	928	712	1619.0	1655.0	1640.0
"VA"	2012	"FAIRFAX COUNTY"	59	"131 - EAGLE VIEW"	"0131"	11	1256	901	1301	921	1324	911	2200.0	2257.0	2235.0
"VA"	2012	"FAIRFAX COUNTY"	59	"132 - MONUMENT"	"0132"	11	1318	866	1382	899	1401	882	2241.0	2308.0	2283.0
"VA"	2012	"FAIRFAX COUNTY"	59	"133 - DANBURY"	"0133"	11	251	173	273	170	285	167	444.0	452.0	452.0
"VA"	2012	"FAIRFAX COUNTY"	59	"134 - UNIVERSITY"	"0134"	11	1074	357	1187	354	1182	371	1517.0	1594.0	1553.0
"VA"	2012	"FAIRFAX COUNTY"	59	"202 - FLINT HILL"	"0202"	11	1066	942	1058	997	1130	932	2044.0	2074.0	2062.0
"VA"	2012	"FAIRFAX COUNTY"	59	"203 - FLORIS"	"0203"	11	1357	1056	1407	1105	1431	1077	2468.0	2536.0	2508.0
"VA"	2012	"FAIRFAX COUNTY"	59	"204 - MADISON"	"0204"	11	392	190	412	196	412	193	595.0	612.0	605.0
"VA"	2012	"FAIRFAX COUNTY"	59	"208 - RESTON #1"	"0208"	11	1300	479	1396	488	1387	501	1829.0	1910.0	1888.0
"VA"	2012	"FAIRFAX COUNTY"	59	"209 - RESTON #2"	"0209"	11	1367	561	1462	596	1480	580	2013.0	2091.0	2060.0
"VA"	2012	"FAIRFAX COUNTY"	59	"213 - VIENNA #1"	"0213"	11	1502	1073	1568	1111	1626	1072	2655.0	2722.0	2698.0
"VA"	2012	"FAIRFAX COUNTY"	59	"214 - VIENNA #2"	"0214"	11	1181	898	1221	932	1241	908	2136.0	2180.0	2149.0
"VA"	2012	"FAIRFAX COUNTY"	59	"216 - VIENNA #4"	"0216"	11	604	401	620	406	650	390	1020.0	1052.0	1040.0
"VA"	2012	"FAIRFAX COUNTY"	59	"218 - VIENNA #6"	"0218"	11	979	537	1003	562	1031	524	1544.0	1581.0	1555.0
"VA"	2012	"FAIRFAX COUNTY"	59	"219 - WESTBRIAR"	"0219"	11	1259	1002	1347	1033	1366	1000	2319.0	2399.0	2366.0
"VA"	2012	"FAIRFAX COUNTY"	59	"220 - DOGWOOD"	"0220"	11	1706	733	1831	747	1812	762	2531.0	2615.0	2574.0
"VA"	2012	"FAIRFAX COUNTY"	59	"221 - HUNTERS WOODS"	"0221"	11	1079	666	1091	712	1153	659	1790.0	1822.0	1812.0
"VA"	2012	"FAIRFAX COUNTY"	59	"222 - RESTON #3"	"0222"	11	1010	359	1075	375	1093	363	1425.0	1475.0	1456.0
"VA"	2012	"FAIRFAX COUNTY"	59	"223 - GLADE"	"0223"	11	1631	752	1724	800	1722	800	2464.0	2569.0	2522.0
"VA"	2012	"FAIRFAX COUNTY"	59	"224 - SOUTH LAKES"	"0224"	11	1908	922	1994	961	2031	938	2923.0	2995.0	2969.0
"VA"	2012	"FAIRFAX COUNTY"	59	"225 - TERRASET"	"0225"	11	1692	661	1804	680	1833	668	2443.0	2539.0	2501.0
"VA"	2012	"FAIRFAX COUNTY"	59	"226 - WOLFTRAP"	"0226"	11	1209	1150	1260	1167	1334	1099	2403.0	2444.0	2433.0
"VA"	2012	"FAIRFAX COUNTY"	59	"227 - SUNRISE VALLEY"	"0227"	11	642	536	677	542	703	517	1206.0	1229.0	1220.0
"VA"	2012	"FAIRFAX COUNTY"	59	"229 - FOX MILL"	"0229"	10	1272	1796	1717	1440	1795	1385	3150.0	3198.0	3180.0
"VA"	2012	"FAIRFAX COUNTY"	59	"233 - NORTH POINT"	"0233"	11	1766	1251	1846	1318	1889	1266	3104.0	3198.0	3155.0
"VA"	2012	"FAIRFAX COUNTY"	59	"234 - ALDRIN"	"0234"	11	1735	1280	1797	1318	1860	1270	3073.0	3152.0	3130.0
"VA"	2012	"FAIRFAX COUNTY"	59	"235 - FRYING PAN"	"0235"	11	1250	647	1312	657	1326	643	1945.0	1992.0	1969.0
"VA"	2012	"FAIRFAX COUNTY"	59	"236 - STUART"	"0236"	11	543	332	569	337	572	334	897.0	916.0	906.0
"VA"	2012	"FAIRFAX COUNTY"	59	"237 - MCNAIR"	"0237"	11	1578	729	1655	778	1671	765	2383.0	2473.0	2436.0
"VA"	2012	"FAIRFAX COUNTY"	59	"238 - CAMERON GLEN"	"0238"	11	1018	796	1056	862	1074	845	1882.0	1947.0	1919.0
"VA"	2012	"FAIRFAX COUNTY"	59	"240 - COLVIN"	"0240"	10	543	1005	688	898	757	837	1590.0	1607.0	1594.0
"VA"	2012	"FAIRFAX COUNTY"	59	"301 - CHAIN BRIDGE"	"0301"	10	723	1095	947	928	1014	860	1862.0	1889.0	1874.0
"VA"	2012	"FAIRFAX COUNTY"	59	"302 - CHESTERBROOK"	"0302"	8	742	696	770	705	808	673	1465.0	1492.0	1481.0
"VA"	2012	"FAIRFAX COUNTY"	59	"303 - CHURCHILL"	"0303"	10	399	526	513	425	555	385	938.0	946.0	940.0
"VA"	2012	"FAIRFAX COUNTY"	59	"304 - COOPER"	"0304"	10	455	840	592	732	649	674	1313.0	1330.0	1323.0
"VA"	2012	"FAIRFAX COUNTY"	59	"305 - EL NIDO"	"0305"	8	739	516	748	543	796	506	1275.0	1311.0	1302.0
"VA"	2012	"FAIRFAX COUNTY"	59	"306 - GREAT FALLS"	"0306"	10	463	857	593	759	633	712	1341.0	1359.0	1345.0
"VA"	2012	"FAIRFAX COUNTY"	59	"307 - HAYCOCK"	"0307"	8	868	654	919	655	939	645	1559.0	1592.0	1584.0
"VA"	2012	"FAIRFAX COUNTY"	59	"309 - KENMORE"	"0309"	10	763	1378	988	1212	1077	1120	2184.0	2222.0	2197.0
"VA"	2012	"FAIRFAX COUNTY"	59	"310 - KIRBY"	"0310"	8	732	516	765	559	806	514	1279.0	1342.0	1320.0
"VA"	2012	"FAIRFAX COUNTY"	59	"311 - LANGLEY"	"0311"	10	465	776	590	672	642	627	1259.0	1271.0	1269.0
"VA"	2012	"FAIRFAX COUNTY"	59	"312 - LONGFELLOW"	"0312"	8	923	626	974	658	1003	635	1592.0	1650.0	1638.0
"VA"	2012	"FAIRFAX COUNTY"	59	"314 - MCLEAN"	"0314"	10	650	783	832	643	854	617	1462.0	1488.0	1471.0
"VA"	2012	"FAIRFAX COUNTY"	59	"315 - PIMMIT"	"0315"	8	1323	733	1390	790	1393	798	2115.0	2220.0	2191.0
"VA"	2012	"FAIRFAX COUNTY"	59	"316 - SALONA #1"	"0316"	8	291	264	304	290	317	272	568.0	597.0	589.0
"VA"	2012	"FAIRFAX COUNTY"	59	"317 - WESTHAMPTON"	"0317"	8	836	528	874	551	893	538	1398.0	1446.0	1431.0
"VA"	2012	"FAIRFAX COUNTY"	59	"318 - WESTMORELAND"	"0318"	8	495	361	524	377	544	360	884.0	913.0	904.0
"VA"	2012	"FAIRFAX COUNTY"	59	"319 - HERNDON #1"	"0319"	11	1419	923	1512	968	1521	969	2430.0	2518.0	2490.0
"VA"	2012	"FAIRFAX COUNTY"	59	"320 - HERNDON #2"	"0320"	11	1669	811	1784	818	1794	821	2566.0	2643.0	2615.0
"VA"	2012	"FAIRFAX COUNTY"	59	"321 - CLEARVIEW"	"0321"	10	1319	1593	1659	1318	1697	1301	2997.0	3020.0	2998.0
"VA"	2012	"FAIRFAX COUNTY"	59	"322 - FORESTVILLE"	"0322"	10	578	1348	773	1210	830	1146	1966.0	1994.0	1976.0
"VA"	2012	"FAIRFAX COUNTY"	59	"323 - SHOUSE"	"0323"	10	588	818	801	637	849	589	1440.0	1456.0	1438.0
"VA"	2012	"FAIRFAX COUNTY"	59	"324 - HERNDON #3"	"0324"	11	1471	728	1583	750	1595	735	2288.0	2376.0	2330.0
"VA"	2012	"FAIRFAX COUNTY"	59	"325 - HUTCHISON"	"0325"	11	1040	387	1134	381	1099	412	1481.0	1537.0	1511.0
"VA"	2012	"FAIRFAX COUNTY"	59	"327 - SUGARLAND"	"0327"	10	883	1175	1121	1000	1170	960	2126.0	2145.0	2130.0
"VA"	2012	"FAIRFAX COUNTY"	59	"328 - HICKORY"	"0328"	10	710	1256	926	1084	980	1032	2010.0	2035.0	2012.0
"VA"	2012	"FAIRFAX COUNTY"	59	"329 - SENECA"	"0329"	10	803	1360	1047	1170	1076	1134	2209.0	2233.0	2210.0
"VA"	2012	"FAIRFAX COUNTY"	59	"331 - SPRING HILL"	"0331"	10	503	810	662	702	704	658	1352.0	1372.0	1362.0
"VA"	2012	"FAIRFAX COUNTY"	59	"332 - COATES"	"0332"	11	1301	537	1386	549	1381	557	1899.0	1962.0	1938.0
"VA"	2012	"FAIRFAX COUNTY"	59	"333 - SALONA #2"	"0333"	8	524	413	548	430	589	389	962.0	991.0	978.0
"VA"	2012	"FAIRFAX COUNTY"	59	"401 - BUSH HILL"	"0401"	8	1184	869	1261	883	1280	873	2104.0	2172.0	2153.0
"VA"	2012	"FAIRFAX COUNTY"	59	"402 - CAMERON"	"0402"	8	432	270	452	279	474	261	720.0	744.0	735.0
"VA"	2012	"FAIRFAX COUNTY"	59	"404 - FRANCONIA"	"0404"	8	1347	768	1410	821	1441	784	2185.0	2257.0	2225.0
"VA"	2012	"FAIRFAX COUNTY"	59	"405 - GROVETON"	"0405"	8	850	262	899	271	891	286	1132.0	1194.0	1177.0
"VA"	2012	"FAIRFAX COUNTY"	59	"406 - HAYFIELD"	"0406"	8	767	781	818	790	838	782	1577.0	1626.0	1620.0
"VA"	2012	"FAIRFAX COUNTY"	59	"408 - MOUNT EAGLE"	"0408"	8	1105	388	1179	387	1190	352	1532.0	1591.0	1542.0
"VA"	2012	"FAIRFAX COUNTY"	59	"409 - PIONEER"	"0409"	8	2160	900	2234	954	2258	941	3126.0	3231.0	3199.0
"VA"	2012	"FAIRFAX COUNTY"	59	"410 - ROSE HILL"	"0410"	8	1616	1054	1702	1089	1726	1066	2737.0	2821.0	2792.0
"VA"	2012	"FAIRFAX COUNTY"	59	"411 - VIRGINIA HILLS"	"0411"	8	899	503	953	530	955	525	1425.0	1508.0	1480.0
"VA"	2012	"FAIRFAX COUNTY"	59	"413 - FAIRFIELD"	"0413"	8	1163	175	1238	184	1209	204	1356.0	1433.0	1413.0
"VA"	2012	"FAIRFAX COUNTY"	59	"415 - CRESTWOOD"	"0415"	8	975	605	1027	626	1033	613	1610.0	1671.0	1646.0
"VA"	2012	"FAIRFAX COUNTY"	59	"417 - GARFIELD"	"0417"	8	1407	706	1479	745	1450	765	2152.0	2248.0	2215.0
"VA"	2012	"FAIRFAX COUNTY"	59	"418 - LYNBROOK"	"0418"	8	863	414	933	440	906	466	1308.0	1392.0	1372.0
"VA"	2012	"FAIRFAX COUNTY"	59	"419 - LANE"	"0419"	8	1397	605	1490	618	1484	623	2060.0	2130.0	2107.0
"VA"	2012	"FAIRFAX COUNTY"	59	"420 - VILLAGES"	"0420"	8	1594	931	1668	964	1711	928	2584.0	2667.0	2639.0
"VA"	2012	"FAIRFAX COUNTY"	59	"421 - KINGSTOWNE"	"0421"	8	1423	769	1466	822	1502	790	2242.0	2320.0	2292.0
"VA"	2012	"FAIRFAX COUNTY"	59	"422 - VAN DORN"	"0422"	8	1444	713	1541	740	1539	739	2215.0	2302.0	2278.0
"VA"	2012	"FAIRFAX COUNTY"	59	"423 - CLERMONT"	"0423"	8	1001	692	1008	741	1059	699	1726.0	1780.0	1758.0
"VA"	2012	"FAIRFAX COUNTY"	59	"424 - HUNTLEY"	"0424"	8	1104	638	1134	661	1157	662	1781.0	1825.0	1819.0
"VA"	2012	"FAIRFAX COUNTY"	59	"426 - GREENSPRING"	"0426"	11	820	563	789	639	803	607	1395.0	1435.0	1410.0
"VA"	2012	"FAIRFAX COUNTY"	59	"427 - ISLAND CREEK"	"0427"	8	1062	620	1095	644	1107	630	1711.0	1752.0	1737.0
"VA"	2012	"FAIRFAX COUNTY"	59	"428 - PINEWOOD"	"0428"	8	1431	329	1513	329	1473	359	1787.0	1866.0	1832.0
"VA"	2012	"FAIRFAX COUNTY"	59	"429 - HYBLA VALLEY"	"0429"	8	1731	329	1819	346	1784	365	2091.0	2175.0	2149.0
"VA"	2012	"FAIRFAX COUNTY"	59	"501 - BAILEYS"	"0501"	8	1430	479	1501	499	1499	492	1943.0	2021.0	1991.0
"VA"	2012	"FAIRFAX COUNTY"	59	"502 - BARCROFT"	"0502"	11	506	281	511	304	526	288	798.0	822.0	814.0
"VA"	2012	"FAIRFAX COUNTY"	59	"503 - BELVEDERE"	"0503"	11	624	302	640	341	672	308	956.0	994.0	980.0
"VA"	2012	"FAIRFAX COUNTY"	59	"504 - BRISTOW"	"0504"	11	1037	423	1105	465	1100	447	1510.0	1589.0	1547.0
"VA"	2012	"FAIRFAX COUNTY"	59	"505 - GLEN FOREST"	"0505"	8	1201	466	1259	500	1267	484	1706.0	1784.0	1751.0
"VA"	2012	"FAIRFAX COUNTY"	59	"506 - HOLMES"	"0506"	8	603	171	673	175	626	185	786.0	858.0	811.0
"VA"	2012	"FAIRFAX COUNTY"	59	"506 - HOLMES"	"0506"	11	484	201	508	227	514	215	713.0	746.0	729.0
"VA"	2012	"FAIRFAX COUNTY"	59	"507 - LINCOLNIA"	"0507"	8	1299	545	1345	568	1353	569	1882.0	1937.0	1922.0
"VA"	2012	"FAIRFAX COUNTY"	59	"508 - MASONVILLE"	"0508"	11	1105	623	1142	642	1168	633	1774.0	1815.0	1801.0
"VA"	2012	"FAIRFAX COUNTY"	59	"510 - PARKLAWN"	"0510"	8	875	478	917	511	901	519	1391.0	1449.0	1420.0
"VA"	2012	"FAIRFAX COUNTY"	59	"511 - RAVENWOOD"	"0511"	11	950	573	988	610	1013	585	1568.0	1616.0	1598.0
"VA"	2012	"FAIRFAX COUNTY"	59	"512 - SLEEPY HOLLOW"	"0512"	11	556	341	574	357	584	349	924.0	946.0	933.0
"VA"	2012	"FAIRFAX COUNTY"	59	"513 - SAINT ALBANS"	"0513"	8	305	221	314	239	335	218	540.0	558.0	553.0
"VA"	2012	"FAIRFAX COUNTY"	59	"513 - SAINT ALBANS"	"0513"	11	692	327	698	360	719	342	1039.0	1069.0	1061.0
"VA"	2012	"FAIRFAX COUNTY"	59	"515 - WESTLAWN"	"0515"	8	708	328	743	358	743	363	1058.0	1117.0	1106.0
"VA"	2012	"FAIRFAX COUNTY"	59	"516 - WEYANOKE"	"0516"	8	1356	493	1407	524	1415	517	1881.0	1957.0	1932.0
"VA"	2012	"FAIRFAX COUNTY"	59	"517 - WILLSTON"	"0517"	8	778	279	857	292	818	311	1081.0	1168.0	1129.0
"VA"	2012	"FAIRFAX COUNTY"	59	"518 - COLUMBIA"	"0518"	11	1046	564	1100	601	1088	608	1659.0	1720.0	1696.0
"VA"	2012	"FAIRFAX COUNTY"	59	"519 - HUMMER"	"0519"	11	715	486	756	506	774	482	1238.0	1284.0	1256.0
